"Base..Long.Name." "Base..Short.Name." "Base..Abbreviation." "Longitude" "Latitude" "5_Miles" "Std_5_Miles" "10_Miles" "Std_10_Miles" "15_Miles" "Std_15_Miles" "20_Miles" "Std_20_Miles" "25_Miles" "Std_25_Miles" "30_Miles" "Std_30_Miles" "35_Miles" "Std_35_Miles" "40_Miles" "Std_40_Miles" "45_Miles" "Std_45_Miles" "50_Miles" "Std_50_Miles" "55_Miles" "Std_55_Miles" "60_Miles" "Std_60_Miles" "65_Miles" "Std_65_Miles" "70_Miles" "Std_70_Miles" "75_Miles" "Std_75_Miles" "80_Miles" "Std_80_Miles" "85_Miles" "Std_85_Miles" "90_Miles" "Std_90_Miles" "95_Miles" "Std_95_Miles" "100_Miles" "Std_100_Miles"
"Columbus AFB" "columbus" "clmb" -88.4355422 33.6356982 0 0 0 0 1197233.23499999 0.0375186768594868 1389434.68706513 0.0435418509254458 1247044.11521396 0.0453292196250734 1147968.92894143 0.0449098719032174 1092688.27125621 0.0450037527753683 963918.557632909 0.0397002087461131 921779.512756961 0.0397998089681442 902282.839725463 0.039539919561429 892973.308709873 0.0391319564579491 904723.26247676 0.0405022943424485 904723.26247676 0.0405022943424485 923791.175398754 0.0415540764626962 917767.650338406 0.0412831255945797 912871.865796607 0.0410629028747567 899143.774960582 0.0406908028369613 896368.261309985 0.0407913505475049 897548.451934834 0.0410412192504246 886136.924037029 0.0410154951980527
"Creech AFB" "creech" "crch" -115.673355 36.587181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2651030.4325 0.116173693481574 9640302.46781249 0.422458199738268 9640302.46781249 0.431573260349989 8987888.57010696 0.402366252180845 8987888.57010696 0.404294194214622 7528348.1389699 0.338640985685447 7528348.1389699 0.338640985685447 7528348.1389699 0.340695824562938 7528348.1389699 0.342595227023749 7528348.1389699 0.344240565396711 7528348.1389699 0.348455096009842
"Davis-Monthan AFB" "davis monthan" "dvsm" -110.8605934 32.155285 0 0 0 0 9323275.18402681 0.29217109805808 7611908.42460028 0.238540598538083 7611908.42460028 0.276687780757021 7611908.42460028 0.297786659263547 7611908.42460028 0.313506105904866 7287296.20878152 0.300136539951918 7287296.20878152 0.314644655245507 7287296.20878152 0.319344548327218 7118107.7387235 0.31193035601159 6867295.51963845 0.30743237850604 6664508.24339082 0.298354077668499 6591137.4472368 0.296483271060036 6462702.27191758 0.290705985849003 6352198.49402645 0.285735292733296 6249599.87078876 0.282825998726747 6086894.04450934 0.276998460824836 6009943.83886718 0.274810147844358 6009943.83886718 0.278174643192413
"Dover AFB" "dover" "dovr" -75.4865456 39.1317247 1556479.595 0.213664931203419 1367369.79593564 0.0428503853897207 1337013.68338519 0.0418990910686183 1300987.56253012 0.040770111060924 1300987.56253012 0.0472900278602402 1292912.79369951 0.0505802434919721 1284856.27167417 0.0529184356814127 1273875.2040312 0.0524661664785542 1264826.90306209 0.0546116163604878 1289851.80120024 0.0565240013665113 1289989.94686813 0.056530055198365 1293518.96085893 0.0579077468913786 1285671.76185172 0.0575564465798516 1290778.48936146 0.0580619402649925 1280006.13417261 0.0575773769966677 1279385.4038536 0.0575494552370474 1310780.62235355 0.0593194518518865 1315193.94121409 0.0598510003194609 1331351.22158538 0.0608772454195858 1350506.55511892 0.0625091829759981
"Dyess AFB" "dyess" "dyss" -99.8418696 32.422379 0 0 4543010.68249999 0.142368040564723 3127961.50567701 0.0980234874288387 3127961.50567701 0.0980234874288387 3127961.50567701 0.113699308901579 2776628.44018872 0.108624915211506 2675621.52181142 0.110198867010463 2617457.38405755 0.107803303202628 2475817.63507432 0.106898740482097 2475817.63507432 0.108495502551497 2449086.7940632 0.107324101238234 2359193.64473536 0.105615451014624 2308946.10959786 0.103365989170844 2264906.29330684 0.101880264500567 2264906.29330684 0.101880264500567 2223865.56800612 0.100034166071996 2223865.56800612 0.100641163163934 2215052.12963611 0.100801168226255 2201533.0897893 0.100667102740062 2195384.75196142 0.101614987830243
"Edwards AFB" "edwards" "edwr" -117.8912085 34.9240314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1049067.3475 0.0432071696874023 1049067.3475 0.0452957344434127 1049067.3475 0.0459723234316335 1049067.3475 0.0459723234316335 1049067.3475 0.0469642334355122 1046664.41949271 0.0468566601017962 1046664.41949271 0.0470811742703754 1597791.62202917 0.0718720388345302 1597791.62202917 0.0718720388345302 3716116.3381682 0.16817305690877 3878485.36694261 0.176499618544182 4451992.39303896 0.203571401087103 4347855.06987557 0.201243649714859
"Eglin AFB" "eglin" "egln" -86.5533382 30.4635583 56945.9500000002 0.00781722582689134 299789.048209542 0.00939473454041476 299789.048209542 0.00939473454041476 299789.048209542 0.00939473454041476 299789.048209542 0.0108971314179615 299789.048209542 0.0117280942137459 299789.048209542 0.0123471923011258 299789.048209542 0.0123471923011258 302563.27028707 0.0130638186155667 308818.580290723 0.0135330755348126 310667.303473109 0.0136140904479912 310667.303473109 0.0139078313664626 310667.303473109 0.0139078313664626 311253.70767671 0.0140008485819458 314584.699259482 0.0141506836124302 314584.699259482 0.0141506836124302 314944.836516246 0.0142528465458857 315221.243829505 0.0143448857038716 315120.159447965 0.014409155880391 315951.377814284 0.014624040447973
"Ellsworth AFB" "ellsworth" "ells" -103.0748767 44.1463938 0 0 0 0 1636415.8675 0.0512817021325588 1636415.8675 0.0512817021325588 1322569.11892972 0.0480745030026617 1322569.11892972 0.0517404332267562 1205385.91708463 0.0496453483014165 1104402.55017181 0.0454862202147353 1104402.55017181 0.0476849505900861 1005587.21461721 0.0440669331471093 969790.445888797 0.0424982439359622 966962.160051366 0.0432885807724174 938717.594197375 0.0420241391832166 938717.594197375 0.0422254982781345 934810.239507509 0.0420497372188459 925657.444913839 0.0416380252037051 925657.444913839 0.0418906804834473 910664.45041311 0.0414419323299821 910664.45041311 0.0416409602093386 910664.45041311 0.0421507696833039
"FE Warren AFB" "fe warren" "fewr" -104.8629746 41.1446846 4675813.60749998 0.641869894071109 4675813.60749998 0.146529794418031 4675813.60749998 0.146529794418031 4675813.60749998 0.146529794418031 4675813.60749998 0.169962697674018 4675813.60749998 0.182923234995378 4648298.44043869 0.191446068693623 4648298.44043869 0.191446068693623 4648298.44043869 0.200700262260179 4639398.12917749 0.203308121095307 4630378.02670217 0.202912841355289 4624875.88378983 0.207044620285044 4624875.88378983 0.207044620285044 4613522.52345826 0.207525978605938 4608020.41208897 0.207278482025937 4601620.13798599 0.206990584190864 4593289.0450265 0.207869557805192 4581659.8475643 0.208499230727215 4572252.256733 0.209070392726221 4565984.0925721 0.211339910958783
"Fairchild AFB" "fairchild" "frch" -117.6438555 47.6182629 0 0 0 0 5535288.25000001 0.173463854080083 2865511.69362095 0.0897988830639554 3345735.57240034 0.121615250590181 3003718.0558778 0.117508923562282 2797727.69212165 0.115227964554149 2553555.04919664 0.10517140446673 2459501.36881088 0.106194250664987 2447163.17268938 0.10723980412979 2417419.36651397 0.105936368386754 2335810.64456248 0.104568650081244 2279604.98830894 0.102052457420232 2256117.51437171 0.101484926677896 2214800.6680642 0.0996264077437674 2195662.7402674 0.0987655433664232 2179793.85265335 0.09864669517111 2171584.28500593 0.0988230614989346 2142166.99975065 0.097952534281875 2131337.77934617 0.0986505268914268
"Goodfellow AFB" "goodfellow" "gdfl" -100.4003209 31.4346088 0 0 3536467.39499999 0.110825170516684 3536467.39499999 0.110825170516684 3536467.39499999 0.110825170516684 3536467.39499999 0.128548224789435 3536467.39499999 0.138350693729846 3455443.55227409 0.142316826716739 3405710.24016167 0.140268497159368 3322332.96034576 0.143448856608721 3290303.19491345 0.144187961835975 3290303.19491345 0.144187961835975 3267035.77135454 0.14625736943744 3232441.7605046 0.144708678397824 3232441.7605046 0.145402051518019 3219570.69977842 0.144823084045916 3186836.3933032 0.143350625864403 3186836.3933032 0.14422046280556 3178568.87531839 0.144648268829838 3153353.67523259 0.144189964653573 3148014.02240519 0.145708129880352
"Grand Forks AFB" "grand forks" "grnf" -97.3824492 47.9525204 0 0 0 0 0 0 429001.335046583 0.0134439656295553 1077515.63985972 0.039166972918414 967355.182679163 0.0378440533047312 930889.290419031 0.0383398564707693 886041.478880628 0.0364927424529074 886041.478880628 0.0382567426475216 886041.478880628 0.0388281891892008 848590.362616093 0.0371870030118864 848590.362616093 0.0379893588109491 848590.362616093 0.0379893588109491 868022.212896065 0.0390454708451099 851917.298064574 0.0383210377912391 848074.659633017 0.0381481878058142 835655.751640378 0.0378176487192629 835655.751640378 0.0380284846904158 868746.140262078 0.0397242073545961 868746.140262078 0.0402105500602716
"Gunter AFB" "gunter" "gntr" -86.2521159 32.4107172 0 0 7284675.05750001 0.228285818935446 4964759.44450238 0.155584726382384 4772646.23119486 0.149564317526525 4634453.04321588 0.168459268822241 4535664.74652475 0.177440449499098 4535664.74652475 0.18680710710831 4388027.28761707 0.18072647105149 4240354.26969713 0.183086397078232 4211683.27537658 0.184564762394545 4105032.10690586 0.17989108532035 4045958.31381054 0.181127866740843 4006244.21328235 0.179349961545021 3960629.85452415 0.178157488616724 3897697.99994055 0.175326680998133 3830295.98018773 0.172294795917244 3795848.84527299 0.171781356066978 3738847.57138377 0.17014507151906 3715095.14463913 0.169876104224391 3671214.04882991 0.169924825505313
"Hanscom AFB" "hanscom" "hnsc" -71.2766852 42.457231 1727769.78855469 0.237178703911556 1864601.48837609 0.0584325415207014 1887054.01609962 0.0591361547413433 1858889.04358819 0.0582535259673328 2214410.29639427 0.0804923333831359 2158033.37409109 0.0844247609407586 2121851.29017637 0.0873911374370404 2090330.41973005 0.0860929103963129 2058014.97156739 0.088859213714765 2032187.85574571 0.0890547185562645 2011042.69092993 0.0881280932464188 2002882.29828215 0.0896642451264341 1986555.49181522 0.0889333330910947 1970471.2011203 0.0886359527341771 1960053.55859542 0.0881673451899958 1949818.71416116 0.087706960289673 1939875.47157463 0.0877891751467233 1931016.27436403 0.0878754471353153 1924512.01272191 0.0880000620511688 1917499.63196383 0.0887528719475793
"Hill AFB" "hill" "hill" -111.9939817 41.1321102 0 0 0 0 7045326.5325 0.220785158492896 8014030.02911105 0.251142212072356 6957285.57682353 0.252892678020521 6419085.22918191 0.251122036590507 6207398.23559321 0.25565957182988 6005420.44049644 0.247340860084032 6644727.99427 0.286900393377428 6340372.37500676 0.277848367119066 6124473.91370644 0.268387245376079 5708275.00244143 0.255545804916741 5373043.27091644 0.24053828291937 5268722.82695034 0.236998270867162 5181080.77658413 0.233055946498569 5102684.05131965 0.229529496362629 4995676.15519816 0.226079609434418 4949165.37154609 0.225223435837933 4928042.13684933 0.225339208571716 4907085.12839737 0.227128021709439
"Holloman AFB" "holloman" "hllm" -106.099291 32.8440404 0 0 0 0 1350597.09000001 0.0423247653888208 1350597.09000001 0.0423247653888208 1168923.30758888 0.0424895805113298 1072207.17005372 0.0419459842917757 1072207.17005372 0.044160212637407 1023861.72546104 0.0421690441646614 1023861.72546104 0.0442074276106069 1023861.72546104 0.0448677604010216 1023861.72546104 0.0448677604010216 1053022.77150349 0.0471413082979402 1053022.77150349 0.0471413082979402 1053022.77150349 0.0473671863612774 1053022.77150349 0.0473671863612774 1053022.77150349 0.0473671863612774 1032179.16012773 0.0467113267831043 1032179.16012773 0.0469717456161011 1098433.80073446 0.0502268845217654 1094339.74718382 0.0506523150408532
"Hurlburt Field" "hurlburt field" "hrlf" -86.6949711 30.4236556 0 0 56945.95 0.0017845617996952 56945.95 0.0017845617996952 860292.609604133 0.026959692966043 860292.609604133 0.0312710610369085 860292.609604133 0.0336556416489714 860292.609604133 0.0354322426034559 1025853.27552357 0.0422510686807211 1025853.27552357 0.0442934170592139 1025853.27552357 0.0449550342865572 1034861.4938708 0.0453497932392484 1034861.4938708 0.0463282713806619 1017269.492841 0.0455407196139138 1035039.14937225 0.0465582450885973 1027972.274558 0.0462403621468633 1002144.7781281 0.0450785868560084 972763.042702724 0.0440224469990179 958558.955446812 0.043621484672982 958558.955446812 0.04383098001021 998865.987077421 0.0462332422734708
