"Library Name" "Address" "City" "State" "Latitude" "Longitude"
"North Dade Regional" "2455 Nw 183rd Street, 33056" "Miami" "FL" NA NA
"Northeast Branch" "2930 Aventura Blvd., 33180" "Miami" "FL" NA NA
"Shenandoah Branch" "2111 Sw 19th Street, 33145" "Miami" "FL" NA NA
"South Dade Regional" "10750 Sw 211 Street, 33189" "Miami" "FL" NA NA
"Tamiami Branch Library" "13250-52 S.W. Eighth St., 33130" "Miami" "FL" NA NA
"West Dade Regional" "9445 Coral Way, 33165" "Miami" "FL" NA NA
"West Flagler Branch" "5050 West Flagler St., 33134" "Miami" "FL" NA NA
"West Kendall Regional" "10201 Hammocks Blvd, 33196" "Miami" "FL" NA NA
"Miami Beach Regional Library" "227 22nd St., 33139" "Miami Beach" "FL" NA NA
"North Shore Branch" "7501 Collins Ave, 33141" "Miami Beach" "FL" NA NA
"South Shore Branch" "225 Washington Ave., 33139" "Miami Beach" "FL" NA NA
"Miami Lakes-Palm Springs North" "6699 Windmill Gate Road, 33014" "Miami Lakes" "FL" NA NA
"Brockway Memorial Library" "10021 Northeast Second Avenue, 33138" "Miami Shores" "FL" NA NA
"Miami Springs Branch" "401 Westward Dr., 33166" "Miami Springs" "FL" NA NA
"Micanopy Branch Library" ", " "Micanopy" "FL" NA NA
"South Mainland Public Library" "7921 Ron Beatty Blvd., 32976" "Micco" "FL" NA NA
"Middleburg Branch Library" "2245 Aster St., " "Middleburg" "FL" NA NA
"Milton Library" "5541 Alabama Street, " "Milton" "FL" NA NA
"Santa Rosa County Library System" "6568 Caroline St., Ste. 101, 32570" "Milton" "FL" NA NA
"Mims-Scottmoor Public Library" "3615 Lionel Road, " "Mims" "FL" NA NA
"Jefferson County R. J. Bailar Public Library" "260 N. Cherry St., " "Monticello" "FL" NA NA
"Wilderness Coast Public Libraries" "1180 West Washington Street, 32345" "Monticello" "FL" NA NA
"Glades County Public Library" ", " "Moore Haven" "FL" NA NA
"W.T.Bland Public Library" "1995 N Donnelly St., " "Mount Dora" "FL" NA NA
"Dr. C.C. Pearce Municipal Library" "103 E Canal Street, " "Mulberry" "FL" NA NA
"Collier County Public Library" "2385 Orange Blossom Drive, 34109" "Naples" "FL" NA NA
"East Naples Branch Library" "8787 Tamiami Trail East, " "Naples" "FL" NA NA
"Estates Branch Library" "1266 Golden Gate Blvd., W, " "Naples" "FL" NA NA
"Golden Gate Branch Library" "4898 Coronado Parkway, " "Naples" "FL" NA NA
"Naples Branch Library" "650 Central Avenue, " "Naples" "FL" NA NA
"Vanderbilt Beach Branch Library" "788 Vanderbilt Beach Road, " "Naples" "FL" NA NA
"Navarre Library" "8484 James M. Harrell Road, " "Navarre" "FL" NA NA
"Beaches Regional Library" "600 Third Street, " "Neptune Beach" "FL" NA NA
"New Port Richey Public Library" "5939 Main Street, 34652" "New Port Richey" "FL" NA NA
"Regency Park Branch Library" "9701 Little Road, " "New Port Richey" "FL" NA NA
"New Smyrna Beach Brannon Memorial Library" "105 South Riverside Dr., " "New Smyrna Beach" "FL" NA NA
"Newberry Branch Library" "110 S. Seaboard St., " "Newberry" "FL" NA NA
"Niceville Public Library" "206 North Partin Dr., " "Niceville" "FL" NA NA
"Okaloosa County Public Library Cooperative" "206 N. Partin Dr., 32578" "Niceville" "FL" NA NA
"North Fort Myers Public Library" "2001 Tamiami Trail NE, 33903" "North Fort Myers" "FL" NA NA
"Talking Books Library" "13240 N Cleveland Ave, " "North Fort Myers" "FL" NA NA
"North Lauderdale Branch" "6601 Boulevard Of Champions, " "North Lauderdale" "FL" NA NA
"North Miami Public Library" "835 Ne 132 Street, 33161" "North Miami" "FL" NA NA
"North Miami Beach Public Library" "1601 Northeast 164 Street, 33162" "North Miami Beach" "FL" NA NA
"North Palm Beach Public Library" "303 Anchorage Drive, 33408" "North Palm Beach" "FL" NA NA
"North Port Library" "13800 South Tamiami Trail, " "North Port" "FL" NA NA
"Oak Hill Public Library" "125 E. Halifax Ave., " "Oak Hill" "FL" NA NA
"Oakland Park Library" "1298 N.E. 37 Street, 33334" "Oakland Park" "FL" NA NA
"Freedom Public Library" "5870 S.W. 95th Street, " "Ocala" "FL" NA NA
"Marion County Public Library System" "2720 East Silver Springs Blvd., 34470" "Ocala" "FL" NA NA
"Marion Oaks Public Library" "294 Marion Oaks Lane, " "Ocala" "FL" NA NA
"Ocala Public Library" "2720 East Silver Springs Boulevard, " "Ocala" "FL" NA NA
"Forest Public Library" "777 South County Road 314 A, " "Ocklawaha" "FL" NA NA
"Austin Davis Library" "17808 Wayne Road, " "Odessa" "FL" NA NA
"Okeechobee County Library" "206 Sw 16th Street, " "Okeechobee" "FL" NA NA
"Oldsmar Public Library" "101 State St. W, " "Oldsmar" "FL" NA NA
"Orange City Dickinson Memorial Library" "148 Albertus Way, " "Orange City" "FL" NA NA
"Orange Park Branch Library" "2054 Plainfield Avenue, " "Orange Park" "FL" NA NA
"Alafaya Library" "12000 East Colonial Drive, " "Orlando" "FL" NA NA
"Edgewater Library" "5049 Edgewater Drive, " "Orlando" "FL" NA NA
"Herndon Library" "4324 East Colonial Drive, " "Orlando" "FL" NA NA
"Hiawassee Library" "2768 North Hiawassee Road, " "Orlando" "FL" NA NA
"Orlando Public Library" "101 East Central Blvd., 32801" "Orlando" "FL" NA NA
"South Creek Library" "1702 Deerfield Blvd., " "Orlando" "FL" NA NA
"South Trail Library" "4600 South Orange Blossom Trail, " "Orlando" "FL" NA NA
"Southeast Library" "5575 South Semoran Blvd., " "Orlando" "FL" NA NA
"Southwest Library" "7255 Della Dr., " "Orlando" "FL" NA NA
"Talking Book Section" "101 E Central Blvd., " "Orlando" "FL" NA NA
"Washington Park Library" "5151 Raleigh St., " "Orlando" "FL" NA NA
"West Oaks Library" "1621 E. Silverstar Road, " "Orlando" "FL" NA NA
"Ormond Beach Public Library" "30 South Beach Street, " "Ormond Beach" "FL" NA NA
"East Branch Library" "310 Division Street, " "Oviedo" "FL" NA NA
"Pace Library" "4750 Pace Patriot Blvd., " "Pace" "FL" NA NA
"Loula V. York Branch Library" "525 Bacom Point Road, " "Pahokee" "FL" NA NA
"Paisley Library" "24954 Cr 42, " "Paisley" "FL" NA NA
"Bostwick Community Library" "125 Tillman St., " "Palatka" "FL" NA NA
"Putnam County Library System" "601 College Rd., 32177" "Palatka" "FL" NA NA
"Franklin T. Degroodt Memorial Library" "6475 Minton Rd. Sw, " "Palm Bay" "FL" NA NA
"Palm Bay Public Library" "1520 Port Malablar Blvd. Ne, " "Palm Bay" "FL" NA NA
"North County Regional Library" "11303 Campus Dr., " "Palm Beach Garden" "FL" NA NA
"Peter Julie Cummings Library" "2551 S.W. Matheson, " "Palm City" "FL" NA NA
"Flagler County Public Library" "2500 Palm Coast Parkway Nw, 32137" "Palm Coast" "FL" NA NA
"East Lake Community Library" "4125 East Lake Road, " "Palm Harbor" "FL" NA NA
"Palm Harbor Library" "2330 Nebraska Ave, " "Palm Harbor" "FL" NA NA
"Palm Springs Public Library" "217 Cypress Lane, 33461" "Palm Springs" "FL" NA NA
"Palmetto Branch Library" "923 6th Street West, " "Palmetto" "FL" NA NA
"Bay County Public Library" "25 West Government Street, " "Panama City" "FL" NA NA
"Northwest Regional Library System" "898 West 11th Street, 32412" "Panama City" "FL" NA NA
"Panama City Beach Library" "116 South Arnold Road, " "Panama City Beach" "FL" NA NA
"Parker Public Library" "4710 Second Street, " "Parker" "FL" NA NA
"Parkland Library" "6620 University Drive, 33067" "Parkland" "FL" NA NA
"Pembroke Pines Branch" "955 Nw 129 Avenue, " "Pembroke Pines" "FL" NA NA
"South Regional-Bc Library" "7300 Pines Boulevard, " "Pembroke Pines" "FL" NA NA
"Southwest Regional Library" "16835 Sheridan Street, " "Pembroke Pines" "FL" NA NA
"Lucia M. Tryon Branch" "5740 North Ninth Ave., " "Pensacola" "FL" NA NA
"Southwest Branch Library" "12385 Sorrento Road A-2, " "Pensacola" "FL" NA NA
"Subregional Talking Book Library" "200 W Gregory St., " "Pensacola" "FL" NA NA
"West Florida Public Library" "200 West Gregory Street, 32502" "Pensacola" "FL" NA NA
"Taylor County Public Library" "403 North Washington Street, 32347" "Perry" "FL" NA NA
"Pierson Public Library" "115 North Volusia Avenue, " "Pierson" "FL" NA NA
"Pinellas Park Public Library" "7770 52nd Street North, " "Pinellas Park" "FL" NA NA
"Bruton Memorial Library" "302 Mclendon Street, " "Plant City" "FL" NA NA
"West Regional Library" "8601 West Broward Blvd., " "Plantation" "FL" NA NA
"Poinciana Library" "33 Doverplum Road, " "Poinciana" "FL" NA NA
"Polk City Library" "215 S. Bougainvillea Street, " "Polk City" "FL" NA NA
"Beach Branch Library" "221 Pompano Beach Blvd., " "Pompano Beach" "FL" NA NA
"Collier City Branch" "2800 Nw 9th Court, " "Pompano Beach" "FL" NA NA
"Northwest Branch Library" "1580 Nw Third Ave., " "Pompano Beach" "FL" NA NA
"Pompano Beach Public Library" "1213 E Atlantic Blvd., " "Pompano Beach" "FL" NA NA
"Ponte Vedra Beach Branch Library" "101 Library Blvd., " "Ponte Vedra Beach" "FL" NA NA
"Charlotte-Glades Library System" "2050 Forrest Nelson Blvd., 33952" "Port Charlotte" "FL" NA NA
"Murdock Public Library" "18400 Murdock Circle, " "Port Charlotte" "FL" NA NA
"Port Charlotte Public Library" "2280 Aaron Street, " "Port Charlotte" "FL" NA NA
"Port Orange Library" "1000 City Center Circle, " "Port Orange" "FL" NA NA
"Saint Lucie West Library" "520 Nw California Blvd, " "Port Saint Lucie" "FL" NA NA
"Port St. Joe Branch" "110 Library Drive, " "Port St. Joe" "FL" NA NA
"Port St. John Public Library" "6500 Carole Ave., 32927" "Port St. John" "FL" NA NA
"Morningside Branch Library" "2410 Morningside Blvd., " "Port St. Lucie" "FL" NA NA
"Port St. Lucie Branch Library" "180 Sw Prima Vista Blvd., " "Port St. Lucie" "FL" NA NA
"Punta Gorda Public Library" "424 West Henry Street, " "Punta Gorda" "FL" NA NA
"Gadsden County Public Library" "732 S. Pat Thomas Parkway, 32351" "Quincy" "FL" NA NA
"Reddick Public Library" "15150 N.W. Gainesville Road, " "Reddick" "FL" NA NA
"Riverview Branch Library" "10509 Riverview Drive, " "Riverview" "FL" NA NA
"Riviera Beach Public Library" "600 W. Blue Heron Blvd., 33404" "Riviera Beach" "FL" NA NA
"Royal Palm Beach Branch Library" "500 Civic Center Way, " "Royal Palm Beach" "FL" NA NA
"Ruskin Branch Library" ", " "Ruskin" "FL" NA NA
"Safety Harbor Public Library" "101 Second St North, " "Safety Harbor" "FL" NA NA
"North Branch Library" "150 N. Palmetto Ave., " "Sanford" "FL" NA NA
"Sanibel Public Library" "770 Dunlop Road, 33957" "Sanibel" "FL" NA NA
"Coastal Branch Library" "336 Greenway Trail, " "Santa Rosa Beach" "FL" NA NA
"Fruitville Public Library" "100 Coburn Road, " "Sarasota" "FL" NA NA
"Gulf Gate Library" "7112 Curtiss Ave., " "Sarasota" "FL" NA NA
"North Sarasota Library" "2801 Newtown Blvd., " "Sarasota" "FL" NA NA
"Sarasota County Public Libraries" "1660 Ringling Blvd., 34236" "Sarasota" "FL" NA NA
"Selby Public Library" "1331 First Street, " "Sarasota" "FL" NA NA
"Satellite Beach Public Library" "751 Jamaica Boulevard, " "Satellite Beach" "FL" NA NA
"North Indian River County Library" "1001 County Road 512, " "Sebastian" "FL" NA NA
"Heartland Library Cooperative" "319 W. Center Ave., 33870" "Sebring" "FL" NA NA
"Sebring Public Library" "319 West Center Avenue, " "Sebring" "FL" NA NA
"Seffner-Mango Branch Library" "11724 East Ml King Jr. Blvd, " "Seffner" "FL" NA NA
"East Lake County Library" "31336 County Road 437 South, " "Sorrento" "FL" NA NA
"Clarence E. Anthony Branch Library" "375 Sw 2nd Ave., " "South Bay" "FL" NA NA
"South Miami Branch" "6000 Sunset Dr., " "South Miami" "FL" NA NA
"Little Red Schoolhouse Branch" "1208 Kenlake Avenue, " "Spring Hill" "FL" NA NA
"Springfield Branch" "408 School Avenue, " "Springfield" "FL" NA NA
"Southeast Branch Library" "6670 Us 1 South, 32086" "St. Augustine" "FL" NA NA
"St. Johns County Public Library" "1960 N. Ponce De Leon Blvd, 32084" "St. Augustine" "FL" NA NA
"St. Johns County Public Library Administration" "6670 Us 1 South, 32086" "St. Augustine" "FL" NA NA
"Anastasia Island Branch Library" "124 Seagrove Main St, 32080" "St. Augustine Beach" "FL" NA NA
"Narcoossee Library" "2700 N Narcoossee Road, " "St. Cloud" "FL" NA NA
"Veterans Memorial Library" "810 13th Street, " "St. Cloud" "FL" NA NA
"St. Pete Beach Public Library" "365 73rd Ave, " "St. Pete Beach" "FL" NA NA
"James Weldon Johnson Branch Library" "1059 18th Ave South, " "St. Petersburg" "FL" NA NA
"Mirror Lake Branch" "280 5th Street N, " "St. Petersburg" "FL" NA NA
"North Branch Library" "861 70th Ave North, " "St. Petersburg" "FL" NA NA
"South Branch Library" "2300 Roy Hanna Dr. South, " "St. Petersburg" "FL" NA NA
"St. Petersburg Public Library" "3745 Ninth Ave. No., " "St. Petersburg" "FL" NA NA
"Bradford County Public Library" "105 E. Jackson St., " "Starke" "FL" NA NA
"Blake Library" "2351 Se Monterey Road, " "Stuart" "FL" NA NA
"Law Library Branch" "100 E Ocean Blvd., " "Stuart" "FL" NA NA
"Martin County Library System" "2351 Se Monterey Road, 34996" "Stuart" "FL" NA NA
"Robert Morgade Branch" "5851 Se Community Drive, " "Stuart" "FL" NA NA
"Clark Maxwell, Jr. Library" "1405 Cr 526-A, " "Sumterville" "FL" NA NA
"Sunrise Dan Pearl Branch" "10500 W. Oakland Park Blvd., " "Sunrise" "FL" NA NA
"Sunset Strip Branch" "6600 Sunset Strip, " "Sunrise" "FL" NA NA
"Dr. B. L. Perry, Jr. Branch Library" "2804 South Adams Street, " "Tallahassee" "FL" NA NA
"Fort Braden Branch Library" "16327 Blountstown Highway, " "Tallahassee" "FL" NA NA
"Lake Jackson Branch Library" "3840-302 North Monroe St., " "Tallahassee" "FL" NA NA
"Leroy Collins Leon County Public Library Syst" "200 West Park Avenue, 32301" "Tallahassee" "FL" NA NA
"Northeast Branch Library - Bruce J. Host Center" "5513 Thomasville Road, " "Tallahassee" "FL" NA NA
"Parkway Branch Library" "1210 Capital Circle Se, " "Tallahassee" "FL" NA NA
"Tamarac Branch" "8701 W. Commercial Blvd., " "Tamarac" "FL" NA NA
"Tamarac Popular Branch" "8601 West Mcnab Road, " "Tamarac" "FL" NA NA
"78th Street Community Library" "7625 Palm River Road, " "Tampa" "FL" NA NA
"Charles J. Fendig Library" "3909 Neptune Street, " "Tampa" "FL" NA NA
"College Hill Branch Library" "2607 East Martin L. King Dr., " "Tampa" "FL" NA NA
"Egypt Lake Partnership Library" "3403 West Lambright Street, " "Tampa" "FL" NA NA
"Hillsborough County Public Library Cooperative" "900 North Ashley Drive, 33602" "Tampa" "FL" NA NA
"Jan K. Platt Regional Library" "3910 S. Manhattan Avenue, " "Tampa" "FL" NA NA
"Jimmie B. Keel Regional Library" "2902 W. Bearss Avenue, " "Tampa" "FL" NA NA
"John F. Germany Public Library" "900 North Ashley Drive, " "Tampa" "FL" NA NA
"New Tampa Regional Library" "10001 Cross Creek Blvd, " "Tampa" "FL" NA NA
"North Tampa Branch Library" "8916 North Blvd., " "Tampa" "FL" NA NA
"Port Tampa Branch Library" "8611 Interbay Blvd., " "Tampa" "FL" NA NA
"Robert W. Saunders, Sr. Branch Library" "1505 N. Nebraska Ave., " "Tampa" "FL" NA NA
"Science Library At Mosi-Museum Of Science And" "4801 E Fowler Avenue, " "Tampa" "FL" NA NA
"Seminole Heights Branch Library" "4711 Central Ave., " "Tampa" "FL" NA NA
"West Gate Branch Library" "7609 Paula Dr., " "Tampa" "FL" NA NA
"West Tampa Branch Library" "2312 W. Union St., " "Tampa" "FL" NA NA
"Ybor City Branch" "1505 Nebraska, " "Tampa" "FL" NA NA
"Tarpon Springs Library" "138 E Lemon Street, " "Tarpon Springs" "FL" NA NA
"Lake County Library System" "2401 Woodlea Rd., 32778" "Tavares" "FL" NA NA
"Tavares Public Library" "314 North New Hampshire Ave., " "Tavares" "FL" NA NA
"Temple Terrace Public Library" "202 Bullard Pkwy, " "Temple Terrace" "FL" NA NA
"Tequesta Branch Library" "461 Old Dixie Hwy. North, " "Tequesta" "FL" NA NA
"The Villages Public Library" "3010 Saddlebrook Lane, " "The Villages" "FL" NA NA
"Thonotosassa Branch Library" "10715 Main St., " "Thonotosassa" "FL" NA NA
"North Brevard Public Library" "2121 South Hopkins Avenue, " "Titusville" "FL" NA NA
"Gilchrist County Library" "105 N.E. 11th Street, " "Trenton" "FL" NA NA
"Umatilla Public Library" "412 Hatfield Drive, " "Umatilla" "FL" NA NA
"Valparaiso Community Library" "459 Valparaiso Pkwy, " "Valparaiso" "FL" NA NA
"Jacaranda Public Library" "4143 Woodmere Park Blvd., " "Venice" "FL" NA NA
"Venice Area Public Library" "300 South Nokomis Ave, " "Venice" "FL" NA NA
"Vernon Branch Library" "3731 Roche Avenue, " "Vernon" "FL" NA NA
"Indian River County Library" "1600 21st Street, 32960" "Vero Beach" "FL" NA NA
"Indian River Law Library" "2000 16th Street Suite 119, " "Vero Beach" "FL" NA NA
"Waldo Branch Library" "150 Sw 2nd Pl, " "Waldo" "FL" NA NA
"Hardee County Public Library" "315 North Sixth Avenue, " "Wauchula" "FL" NA NA
"Wausau Branch Library" ", " "Wausau" "FL" NA NA
"E.C. Rowell Public Library" "85 E Central Avenue, " "Webster" "FL" NA NA
"Welaka Womans Club Library" "644 Cr 309, " "Welaka" "FL" NA NA
"Wellington Branch Library" "1951 Royal Fern Drive, " "Wellington" "FL" NA NA
"Mandel Public Library Of West Palm Beach" "411 Clematis Street, 33401" "West Palm Beach" "FL" NA NA
"Okeechobee Boulevard Branch" "5689 West Okeechobee Blvd., " "West Palm Beach" "FL" NA NA
"Palm Beach County Library System" "3650 Summit Boulevard, 33406" "West Palm Beach" "FL" NA NA
"Weston Reading Center" "2505 Arvida Parkway, " "Weston" "FL" NA NA
"Wewa Branch Library" "314 North Second St., " "Wewahitchka" "FL" NA NA
"White Springs Public Library" "12797 Roberts St., " "White Springs" "FL" NA NA
"Wildwood Public Library" "702 Webster Street, " "Wildwood" "FL" NA NA
"Williston Public Library" "10 S.E. First Street, " "Williston" "FL" NA NA
"Richard C. Sullivan Public Library Of Wilton Manors" "500 Northeast 26 Street, 33305" "Wilton Manors" "FL" NA NA
"Wilton Manors Public Library" "500 N.E. 26th Street, " "Wilton Manors" "FL" NA NA
"Windermere Library" "530 Main Street, " "Windermere" "FL" NA NA
"West Orange Library" ", " "Winter Garden" "FL" NA NA
"Winter Haven Public Library - Kathryn L. Smith Memorial" "325 Avenue A, Nw, " "Winter Haven" "FL" NA NA
"Winter Park Public Library" "460 E. New England Avenue, 32789" "Winter Park" "FL" NA NA
"A.F. Knotts Public Library" "11 56th Street, " "Yankeetown" "FL" NA NA
"Yulee Branch" "76346 William Burgess Blvd., " "Yulee" "FL" NA NA
"Zephyrhills Library" "5347 8th Street, " "Zephyrhills" "FL" NA NA
"St. Johns County Public Library Technical Services" ", " "" "FL" NA NA
