"Library Name" "Address" "City" "ZIP Code" "State" "Latitude" "Longitude"
"266" "Pearson Public Library" "Pearson" "202 E. Bullard Ave." NA "GA" -119.7860921 36.8230412
"267" "Pelham-Carnegie Library" "Pelham" "133 Hand Avenue" NA "GA" -81.0545147 29.2725953
"268" "Pembroke Public Library" "Pembroke" "1018 Camelia Drive" NA "GA" -81.611823 32.1468837
"269" "Houston County Public Libraries System" "Perry" "1201 Washington Street" 31069 "GA" -83.7336689 32.4610208
"270" "West Chatham" "Pooler" "216 S Rogers Street" NA "GA" -93.4590432 35.4690058
"271" "Powder Springs Library" "Powder Springs" "4262 Marietta Street" NA "GA" -84.6784357 33.8589814
"272" "Webster County Library" "Preston" "572 Washington Street" NA "GA" -71.062006 42.353378
"273" "Brooks County Public Library System" "Quitman" "404 Barwick Rd." 31643 "GA" -83.5707859 30.7886564
"274" "Redan-Trotti Branch" "Redan" "1569 Wellborn Road" NA "GA" -96.3312129 30.5916249
"275" "Tattnall County Library" "Reidsville" "129 Tattnall Street" NA "GA" -82.1213525 32.0827419
"276" "Reynolds Community Library" "Reynolds" "124e Talbot Street" NA "GA" 171.2437884 -44.0974074
"277" "Parks Memorial Library" "Richland" "112 Wall Street" NA "GA" -74.0066998 40.7046095
"278" "Richmond Hill Public Library" "Richmond Hill" "9607 Ford Avenue" NA "GA" -81.3150745 31.9524735
"279" "South Effingham" "Rincon" "17th Street Highway 21" NA "GA" -73.1319245 44.1248172
"280" "Catoosa County Library At Benton Place Campus" "Ringgold" "108 Catoosa Circle" NA "GA" -85.181821 34.935917
"281" "Catoosa County Library At Ringgold" "Ringgold" "404 Gym Street" NA "GA" -86.4711714 33.9463576
"282" "Riverdale Branch Library" "Riverdale" "420 Valley Hill Road" NA "GA" -75.625148 40.0473209
"283" "Crawford County Public Library" "Roberta" "340 Mccrary Street" NA "GA" -82.419955 34.8773345
"284" "Rockmart Library" "Rockmart" "134 West Elm Street" NA "GA" -97.1329009 32.0107876
"285" "Rome-Floyd County Library" "Rome" "205 Riverside Parkway Ne" NA "GA" -85.1690977 34.2580907
"286" "Sara Hightower Regional Library System" "Rome" "205 Riverside Parkway, Ne" 30161 "GA" -85.1690977 34.2580907
"287" "Ephesus Public Library" "Roopville" "200 Rogers Street" 30170 "GA" -85.2513266 33.4058662
"288" "Rossville Public Library" "Rossville" "504 Mcfarland Avenue" NA "GA" -85.2891339 34.9801664
"289" "Roswell Regional Branch" "Roswell" "115 Norcross Street" NA "GA" -84.3579384 34.0250084
"290" "Royston Branch Library" "Royston" "684 Franklin Springs St.." NA "GA" -83.1212799 34.2846788
"291" "Rosa M. Tarbutton Memorial Library" "Sandersville" "314 S. Harris Street" NA "GA" -93.7349782 36.0855099
"292" "Sardis Branch" "Sardis" "905 C. H. Perry Ave." NA "GA" -97.2920116 36.278882
"293" "Bull Street" "Savannah" "2002 Bull Street" NA "GA" -81.0334454 34.0135671
"294" "Carnegie" "Savannah" "537 East Henry Street" NA "GA" -81.0912993 32.0612907
"295" "Forest City" "Savannah" "1501 Stiles Avenue" NA "GA" -81.1212204 32.0642834
"296" "Hitch" "Savannah" "840 Hitch Drive" NA "GA" -81.081374 32.070858
"297" "Islands Branch" "Savannah" "125 Wilmington Island Road" NA "GA" -72.8185697 42.879684
"298" "Kayton" "Savannah" "624 W Gwinnett Street" NA "GA" -81.104516 32.0687
"299" "Ogeechee" "Savannah" "1820 Ogeechee Road" NA "GA" -81.109449 32.0615499
"300" "Oglethorpe Mall" "Savannah" "7 Mall Annex" NA "GA" -116.9579787 44.2498342
"301" "Ola Wyeth" "Savannah" "4 East Bay Street" NA "GA" -87.8989935 43.0091758
"302" "Port City Branch Library" "Savannah" "3501 Houlihan Avenue" NA "GA" -81.1413127 32.096959
"303" "Port Wentworth" "Savannah" "102 Aberfeldy Street" NA "GA" -81.161937 32.1502679
"304" "W W Law" "Savannah" "909 East Bolton Street" NA "GA" -81.082939 32.0625829
"305" "Scottdale-Tobie Grant Branch" "Scottdale" "644 Parkdale Drive" NA "GA" -90.0434401 35.0308642
"306" "Senoia Area Public Library" "Senoia" "62 Main Street" NA "GA" -78.8772823 42.8764792
"307" "Smithville Library" "Smithville" "116 Main Street" NA "GA" -78.8762592 42.8794356
"308" "Lewis A. Ray Library" "Smyrna" "4500 Oakdale Road" NA "GA" -120.957741 37.7036
"309" "Smyrna Public Library" "Smyrna" "100 Village Green Circle" NA "GA" -122.208234 47.8555766
"310" "Elizabeth H. Williams" "Snellville" "2740 Lenora Church Rd." NA "GA" -84.0128064 33.8444993
"311" "W. H. Stanton Memorial Library" "Social Circle" "1045 West Hightower Trail" NA "GA" -84.0186457 33.7565835
"312" "Treutlen County Library" "Soperton" "2nd Street" NA "GA" -91.5971285 41.6823902
"313" "Hancock County Library" "Sparta" "403 East Broad Street" NA "GA" -77.4383844 37.5434005
"314" "Effingham" "Springfield" "810 Highway 119 South" NA "GA" -105.1206892 40.1492366
"315" "St. Marys Public Library" "St. Marys" "100 Herb Bauer Drive" NA "GA" -81.5526481 30.7414029
"316" "Statesboro Regional Library System" "Statesboro" "124 South Main Street" 30458 "GA" -81.783318 32.4455473
"317" "Statham Public Library" "Statham" "330 Jefferson Street" NA "GA" -122.4179928 37.8079823
"318" "Cochran Public Library" "Stockbridge" "4602 N. Henry Blvd" NA "GA" -84.2301352 33.544231
"319" "Hairston Crossing Branch" "Stone Mountain" "4911 Redan Road" NA "GA" -84.1920134 33.7588599
"320" "Stone Mountain-Sue Kellogg Branch" "Stone Mountain" "952 Leon Street" NA "GA" -82.8425041 31.5183081
"321" "Chattooga County Library System" "Summerville" "360 Farrar Drive" 30747 "GA" -85.331657 34.491488
"322" "Franklin Memorial Library" "Swainsboro" "331 West Main Street" NA "GA" -85.7558206 38.2565455
"323" "Screven-Jenkins Regional Library System" "Sylvania" "106 S. Community Dr." 30467 "GA" -81.6433254 32.7498783
"324" "Margaret Jones Memorial Library" "Sylvester" "205 Pope Street" NA "GA" -122.4558963 38.5110162
"325" "Tallapoosa Public Library" "Tallapoosa" "388 Bowdon Street" NA "GA" -85.2950907 33.7658402
"326" "Hightower Memorial Library" "Thomaston" "800 West Gordon Street" NA "GA" -84.3338883 32.8872196
"327" "Thomas County Public Library System" "Thomasville" "201 North Madison Street" 31792 "GA" -83.9831601 30.8378437
"328" "Thomson-Mcduffie County Library" "Thomson" "338 Main Street" NA "GA" -78.8750447 42.8834595
"329" "Thunderbolt" "Thunderbolt" "2708 Mechanics Avenue" NA "GA" -81.0533712 32.0342207
"330" "Coastal Plain Regional Library System" "Tifton" "2014 Chestnut Avenue" 31794 "GA" -83.501714 31.4737637
"331" "Toccoa-Stephens County Public Library" "Toccoa" "121 West Savannah Street" NA "GA" -81.1185748 32.0858698
"332" "Dade County Public Library" "Trenton" "102 Court Street" NA "GA" -75.9103704 42.0989197
"333" "Trion Public Library" "Trion" "15 Bulldog Boulevard" NA "GA" -88.565706 37.7128494
"334" "Northlake-Barbara Loar Branch" "Tucker" "3772 Lavista Road" NA "GA" -84.2610724 33.841838
"335" "Tucker-Reid H. Cofer Branch" "Tucker" "4316 Church Street" NA "GA" -87.735619 42.04827
"336" "Tybee" "Tybee Island" "403 Butler Avenue" NA "GA" -80.8430941 32.0086952
"337" "Tyrone Public Library" "Tyrone" "881 Senoia Road" NA "GA" -84.5775996 33.5470087
"338" "Elizabeth Harris Library" "Unadilla" "312 Harmon Street" NA "GA" -81.865553 35.3254329
"339" "South Fulton Regional" "Union City" "4055 Flat Shoals Road" NA "GA" -84.5197348 33.5871519
"340" "Mccullen Southside Library" "Valdosta" "527 Griffin Avenue" NA "GA" -121.9843608 47.2010138
"341" "South Georgia Regional Library System" "Valdosta" "300 Woodrow Wilson Drive" 31602 "GA" -83.2855274 30.860037
"342" "Ladson Genealogy Library" "Vidalia" "119 Church Street" NA "GA" -84.5502316 33.9544872
"343" "Ohoopee Regional Library System" "Vidalia" "610 Jackson Street" 30474 "GA" -82.4146742 32.2113777
"344" "Dooly County Library" "Vienna" "1200 East Union Street" NA "GA" -118.1270831 34.1480726
"345" "Villa Rica Public Library" "Villa Rica" "70 Horace Luther Drive" NA "GA" -84.9315837 33.7337034
"346" "Wadley Public Library" "Wadley" "11 W. College Ave." NA "GA" -88.4059774 44.2618035
"347" "Nola Brantley Memorial Library" "Warner Robins" "721 Watson Blvd." NA "GA" -83.607963 32.618346
"348" "Warren County Public Library" "Warrenton" "101 Warren Street" NA "GA" -80.8178139 41.2341282
"349" "Bartram Trail Regional Library System" "Washington" "204 E. Liberty Street" 30673 "GA" -82.7380503 33.7354927
"350" "Okefenokee Regional Library System" "Waycross" "401 Lee Avenue" 31501 "GA" -82.3535989 31.2074944
"351" "Burke County Library" "Waynesboro" "412 4th Street" NA "GA" -122.3994198 37.780617
"352" "Piedmont Regional Library System" "Winder" "189 Bell View Street" 30680 "GA" -83.7231539 33.9981705
"353" "Winterville Branch Library" "Winterville" "115 Marigold Land" NA "GA" -81.3146603 28.894024
"354" "Woodstock Public Library" "Woodstock" "510 North Main Street" NA "GA" -73.19881 44.4763929
"355" "Rose Creek Public Library" "Wookstock" "4476 Towne Lake Parkway" NA "GA" -84.5809933 34.1286759
"356" "Mccollum Public Library" "Wrens" "405 N. Main St." NA "GA" -73.2032167 44.4762457
"357" "Harlie Fulford Memorial Library" "Wrightsville" "301 West Elm Street" NA "GA" -82.7375572 32.7273571
"358" "Yatesville Public Library" "Yatesville" "77 Childs Avenue" NA "GA" -84.1452907 32.9118654
"359" "Mountain Regional Library System" "Young Harris" "698 Miller Street" 30582 "GA" -83.849081 34.9379729
"360" "J. Joel Edwards Public Library" "Zebulon" "618 Hwy 19 South" NA "GA" -79.7820546 39.1821736
