"Library Name" "Service Area Population" "Address" "Latitude" "Longitude" "Central Libraries" "Branch Libraries" "Total Staff" "Print Materials" "Audio Materials" "Video Materials" "Print Serials" "Computers" "Collection Space" "Seats Per" "Work Space" "Size" "Distance" "Weight" "SizeWeight" "Drive Distance" "Drive Weight" "Drive SizeWeight"
" 47.681267 -99.137946 1 0 1 16483 820 505 4 8 231916 14.25 1177.71 233093.71 83.6717971444606 0.000142837357079825 33.2944894883312 114.713485031131 7.59925559784203e-05 17.7133868053927
"PARK RIVER SCHOOL & PUBLIC LIBRARY" 1403 "605 6TH STREET W
PARK RIVER, ND 58270
" 48.39236 -97.752141 1 0 1.2 23345 148 220 43 10 309278 14.25 779.7825 310057.7825 34.878820271444 0.000822008722252544 254.870201617282 52.2617967614053 0.000366126637101417 113.520413213847
"PEMBINA SCHOOL & CITY LIBRARY" 2022 "155 SOUTH THIRD STREET
PEMBINA, ND 58271
" 48.966384 -97.248627 1 0 0.3 11002 83 210 9 3 147087 14.25 909.405 147996.405 70.4004410713801 0.00020176658333888 29.8607289832871 82.9259199423366 0.000145418414038523 21.521402498503
"VALLEY CITY BARNES COUNTY PUBLIC LIBRARY" 11190 "410 NORTH CENTRAL AVENUE
VALLEY CITY, ND 58072
" 46.92654 -98.003111 1 0 5 40852 1381 1140 68 11 565228 4.5 2260.65 567488.65 76.6808106870872 0.000170069568028765 96.5125495667272 104.732996135062 9.11660093256058e-05 51.7356755580754
"WALHALLA PUBLIC LIBRARY" 2426 "1010 CENTRAL AVE
WALHALLA, ND 58282
" 48.922483 -97.915364 1 0 0.85 28865 450 1300 4 5 398272 14.25 1164.615 399436.615 71.413344860736 0.000196083590131938 78.3229654993489 94.3778194787926 0.000112269069140032 44.8443769464952
"WEST FARGO PUBLIC LIBRARY" 29878 "109 THIRD STREET EAST
WEST FARGO, ND 58078
" 46.875225 -96.895989 1 0 12.3 61271 3341 4639 158 29 903622 3 4534.02 908156.02 77.9210571432248 0.000164698759522126 149.572169946551 93.8974983533623 0.000113420604175002 103.003604473566
"NORTHWOOD SCHOOL & CITY LIBRARY" 945 "420 TROJAN ROAD
NORTHWOOD, ND 58267
" 47.723075 -97.581286 1 0 0.33 16361 34 7 26 50 215814 22.5 687.375 216501.375 18.3613349331259 0.00296613896811507 642.173165037994 26.4189046441398 0.00143274989505159 310.192322309774
