"Base..Long.Name." "Base..Short.Name." "Base..Abbreviation." "Longitude" "Latitude" "5_Miles" "Std_5_Miles" "10_Miles" "Std_10_Miles" "15_Miles" "Std_15_Miles" "20_Miles" "Std_20_Miles" "25_Miles" "Std_25_Miles" "30_Miles" "Std_30_Miles" "35_Miles" "Std_35_Miles" "40_Miles" "Std_40_Miles" "45_Miles" "Std_45_Miles" "50_Miles" "Std_50_Miles" "55_Miles" "Std_55_Miles" "60_Miles" "Std_60_Miles" "65_Miles" "Std_65_Miles" "70_Miles" "Std_70_Miles" "75_Miles" "Std_75_Miles" "80_Miles" "Std_80_Miles" "85_Miles" "Std_85_Miles" "90_Miles" "Std_90_Miles" "95_Miles" "Std_95_Miles" "100_Miles" "Std_100_Miles"
"FE Warren AFB" "fe warren" "fewr" -104.8629746 41.1446846 4675813.60749998 0.641869894071109 4675813.60749998 0.146529794418031 4675813.60749998 0.146529794418031 4675813.60749998 0.146529794418031 4675813.60749998 0.169962697674018 4675813.60749998 0.182923234995378 4648298.44043869 0.191446068693623 4648298.44043869 0.191446068693623 4648298.44043869 0.200700262260179 4639398.12917749 0.192378518583764 4630378.02670217 0.191911450755893 4624875.88378983 0.195860787725572 4624875.88378983 0.195860787725572 4613522.52345826 0.196273120261479 4608020.41208897 0.195899916146599 4601620.13798599 0.19560788588367 4593289.0450265 0.196416201234629 4581659.8475643 0.19698000061816 4572252.256733 0.197507148130738 4565984.0925721 0.199635345883861
"Fairchild AFB" "fairchild" "frch" -117.6438555 47.6182629 0 0 0 0 5535288.25000001 0.173463854080083 2865511.69362095 0.0897988830639554 3345735.57240034 0.121615250590181 3003718.0558778 0.117508923562282 2797727.69212165 0.115227964554149 2553555.04919664 0.10517140446673 2459501.36881088 0.106194250664987 2447163.17268938 0.0949922661074324 2417419.36651397 0.0935965092817405 2335810.64456248 0.091939497745341 2279604.98830894 0.0893878167351376 2256117.51437171 0.0887263218940217 2214800.6680642 0.0867026255539177 2195662.7402674 0.0858294045017404 2179793.85265335 0.0856140931571584 2171584.28500593 0.0857076421252987 2142166.99975065 0.0847647671444332 2131337.77934617 0.0852735299952457
"Goodfellow AFB" "goodfellow" "gdfl" -100.4003209 31.4346088 0 0 3536467.39499999 0.110825170516684 3536467.39499999 0.110825170516684 3536467.39499999 0.110825170516684 3536467.39499999 0.128548224789435 3536467.39499999 0.138350693729846 3455443.55227409 0.142316826716739 3405710.24016167 0.140268497159368 3322332.96034576 0.143448856608721 3290303.19491345 0.132447305693495 3290303.19491345 0.132376050918334 3267035.77135454 0.134216194267499 3232441.7605046 0.132645660509217 3232441.7605046 0.133267054791166 3219570.69977842 0.132548045894383 3186836.3933032 0.13105445234308 3186836.3933032 0.131846808590073 3178568.87531839 0.132199773770786 3153353.67523259 0.131678180197697 3148014.02240519 0.133029518491574
"Grand Forks AFB" "grand forks" "grnf" -97.3824492 47.9525204 0 0 0 0 0 0 429001.335046583 0.0134439656295553 1077515.63985972 0.039166972918414 967355.182679163 0.0378440533047312 930889.290419031 0.0383398564707693 886041.478880628 0.0364927424529074 886041.478880628 0.0382567426475216 886041.478880628 0.0256421305439125 848590.362616093 0.0238982657148878 848590.362616093 0.0244211730003465 848590.362616093 0.0244211730003465 868022.212896065 0.0254002472792651 851917.298064574 0.0245172906011396 848074.659633017 0.0243419595616474 835655.751640378 0.0239055239376597 835655.751640378 0.0240282819447013 868746.140262078 0.0256851528453656 868746.140262078 0.0259662409705335
"Gunter AFB" "gunter" "gntr" -86.2521159 32.4107172 0 0 7284675.05750001 0.228285818935446 4964759.44450238 0.155584726382384 4772646.23119486 0.149564317526525 4634453.04321588 0.168459268822241 4535664.74652475 0.177440449499098 4535664.74652475 0.18680710710831 4388027.28761707 0.18072647105149 4240354.26969713 0.183086397078232 4211683.27537658 0.173378024764954 4105032.10690586 0.168571948627974 4045958.31381054 0.169578504620012 4006244.21328235 0.16777552387199 3960629.85452415 0.166487607822674 3897697.99994055 0.163489485367092 3830295.98018773 0.160414081215067 3795848.84527299 0.159806202806778 3738847.57138377 0.158067648161545 3715095.14463913 0.157739846379024 3671214.04882991 0.157605615959966
"Hanscom AFB" "hanscom" "hnsc" -71.2766852 42.457231 1727769.78855469 0.237178703911556 1864601.48837609 0.0584325415207014 1887054.01609962 0.0591361547413433 1858889.04358819 0.0582535259673328 2214410.29639427 0.0804923333831359 2158033.37409109 0.0844247609407586 2121851.29017637 0.0873911374370404 2090330.41973005 0.0860929103963129 2058014.97156739 0.088859213714765 2032187.85574571 0.0765577042153704 2011042.69092993 0.075542444470106 2002882.29828215 0.0768248812531894 1986555.49181522 0.0760836604438281 1970471.2011203 0.0756948969427527 1960053.55859542 0.0750790819116085 1949818.71416116 0.0746120887386459 1939875.47157463 0.0745995850387821 1931016.27436403 0.074600699945592 1924512.01272191 0.0746667916101774 1917499.63196383 0.0752289831926759
"Hill AFB" "hill" "hill" -111.9939817 41.1321102 0 0 0 0 7045326.5325 0.220785158492896 8014030.02911105 0.251142212072356 6957285.57682353 0.252892678020521 6419085.22918191 0.251122036590507 6207398.23559321 0.25565957182988 6005420.44049644 0.247340860084032 6644727.99427 0.286900393377428 6340372.37500676 0.267941362278874 6124473.91370644 0.258289531978208 5708275.00244143 0.245046032446566 5373043.27091644 0.2298268445504 5268722.82695034 0.226163908928829 5181080.77658413 0.2220473851808 5102684.05131965 0.21847031708599 4995676.15519816 0.21488955067867 4949165.37154609 0.213947604060933 4928042.13684933 0.214013811055378 4907085.12839737 0.215657769201184
"Holloman AFB" "holloman" "hllm" -106.099291 32.8440404 0 0 0 0 1350597.09000001 0.0423247653888208 1350597.09000001 0.0423247653888208 1168923.30758888 0.0424895805113298 1072207.17005372 0.0419459842917757 1072207.17005372 0.044160212637407 1023861.72546104 0.0421690441646614 1023861.72546104 0.0442074276106069 1023861.72546104 0.0317645570156314 1023861.72546104 0.031685032856182 1053022.77150349 0.0337022014661474 1053022.77150349 0.0337022014661474 1053022.77150349 0.033840128291535 1053022.77150349 0.0336932857757227 1053022.77150349 0.0336932857757227 1032179.16012773 0.0329277950471195 1032179.16012773 0.0331017000155565 1098433.80073446 0.0363413772105086 1094339.74718382 0.036562972988766
"Hurlburt Field" "hurlburt field" "hrlf" -86.6949711 30.4236556 0 0 56945.95 0.0017845617996952 56945.95 0.0017845617996952 860292.609604133 0.026959692966043 860292.609604133 0.0312710610369085 860292.609604133 0.0336556416489714 860292.609604133 0.0354322426034559 1025853.27552357 0.0422510686807211 1025853.27552357 0.0442934170592139 1025853.27552357 0.0318530281882285 1034861.4938708 0.0321737187077934 1034861.4938708 0.0328776974865599 1017269.492841 0.0320790380997408 1035039.14937225 0.0330197003312099 1027972.274558 0.0325502873522484 1002144.7781281 0.0313718361715832 972763.042702724 0.030200036945395 958558.955446812 0.0297026805263597 958558.955446812 0.0298519657577585 998865.987077421 0.0320783164223612
"Keesler AFB" "keesler" "kslr" -88.923611 30.411389 0 0 0 0 0 0 2618147.23438648 0.0820470207356933 2618147.23438648 0.0951679010793626 2449144.2360078 0.0958133544720925 2609884.97471747 0.107491423916632 2609884.97471747 0.107491423916632 2609884.97471747 0.112687385632938 2609884.97471747 0.102220901180882 2521338.7740668 0.09821332868076 2491990.62096413 0.0990299136664792 2491990.62096413 0.0990299136664792 2638903.69281235 0.106189349159988 2538259.01766634 0.101461310160428 2477990.55777015 0.0987113944682774 2495124.54836927 0.100090735139819 2522447.76270738 0.101906888024213 2540553.39564889 0.103247670448779 2429664.17574761 0.0992867146761737
"Kirtland AFB" "kirtland" "krtl" -106.5112712 35.0128396 0 0 0 0 0 0 14450681.07 0.452852808972378 10463948.4579282 0.380357528661682 5424513.28964996 0.212213232286803 4004267.15627033 0.164920823154935 3865784.30370587 0.159217231175061 3659070.08836644 0.157988204882605 3576686.29635898 0.145169380460065 3505458.62102215 0.141934744221681 3269457.27325274 0.134326128050354 3269457.27325274 0.134326128050354 3269457.27325274 0.134955733601403 3252245.09587594 0.134038905868486 3206670.89569421 0.131959456543702 3163717.54615437 0.130785436266438 3149496.89181476 0.130857530307232 3119705.13196716 0.13011707575761 3104782.22469272 0.13099880591387
"Lackland AFB" "lackland" "lckl" -98.6205193 29.3877765 0 0 13083.1274999999 0.000409996664504528 6467300.55804003 0.20267108588101 5344810.86857893 0.167494708625665 5091237.62621208 0.185063082938657 4586436.59639758 0.179426702973903 4194752.11110824 0.172766187693439 3907582.93080894 0.16093876066337 3786652.36710199 0.163496843609244 3682735.09495822 0.149880415216915 3606265.69667774 0.146413292294701 3606265.69667774 0.149616896193925 3527903.81886083 0.146059344714634 3469641.45421079 0.144088304230068 3413488.87397343 0.141396100600451 3366051.31325845 0.139231630281612 3342448.28566977 0.138990856678765 3327241.09891204 0.139063919119026 3339422.93065187 0.140310754229428 3327940.30939523 0.141481134972578
"Langley AFB" "langley" "lngl" -76.3592241 37.0835074 0 0 1960653.25481481 0.0614425942668543 1960653.25481481 0.0614425942668543 1960653.25481481 0.0614425942668543 1960653.25481481 0.0712684346221922 2056394.06363348 0.0804485135895418 2056394.06363348 0.0846951985144868 2165760.36585075 0.0891995884273425 2157298.85637316 0.0931460085438954 2151358.92186866 0.0818516730479425 2145247.41031519 0.0815047470513909 2140102.10458315 0.0830545242695896 2140102.10458315 0.0830545242695896 2142770.24239421 0.0835553240561962 2140866.85100334 0.0833291900278329 2147545.2027798 0.0836339083561164 2144743.99820419 0.0840049754870475 2167139.04103407 0.0855024067424297 2164146.29488584 0.085784483658009 2163842.88613394 0.0868003813566564
"Laughlin AFB" "laughlin" "lghl" -100.7830826 29.3565576 0 0 791311.070000004 0.024797962053455 791311.070000004 0.024797962053455 791311.070000004 0.024797962053455 791311.070000004 0.0287636282038248 734051.468320867 0.0287169422286174 734051.468320867 0.0302328410340944 709213.211039949 0.0292098458949992 709213.211039949 0.0306218026398211 709213.211039949 0.017786840085233 709213.211039949 0.0177061678928357 710855.289239308 0.0181681373701045 710855.289239308 0.0181681373701045 712015.252545538 0.0182830785941781 712015.252545538 0.0181338716287719 712015.252545538 0.0181338716287719 708972.416463386 0.018089568455232 708972.416463386 0.0181793559998559 708972.416463386 0.0182725445887807 702382.755393938 0.0181517100928686
"Little Rock AFB" "little rock" "lttr" -92.1446849 34.8964136 0 0 0 0 0 0 6023607.67383945 0.188766719162377 6023607.67383945 0.218954110645796 6023607.67383945 0.235650497332554 5756329.08349228 0.237081716516756 5349605.01322887 0.220330269660936 5349605.01322887 0.230980678822781 5196280.10572975 0.217117038790064 5196280.10572975 0.217052738200895 5196280.10572975 0.221801972287087 5025035.26426995 0.214027626444079 4953526.71762833 0.211784397438525 4914067.9843862 0.209864185733947 4788060.43537389 0.204114741713721 4730880.11214438 0.202732924109184 4730880.11214438 0.203869448829953 4638247.47846318 0.200568957756635 4638247.47846318 0.203029749410924
"Los Angeles AFB" "los angeles" "lsan" -118.381147 33.91903 1342320.095 0.184266296630212 2285065.43309722 0.0716089639686276 2383769.62725913 0.0747021380112249 4473068.38951566 0.140176201737855 4402327.44267322 0.160021658476921 4408757.37285877 0.172475686297564 4383810.15138693 0.180552782945455 4344618.17599209 0.178938611714881 4368110.50714466 0.188602546845645 4371546.33643487 0.180479665207182 4361555.62275396 0.179968498821644 4358824.6308893 0.183782324897831 4367729.64260225 0.18418660359144 4367481.64383337 0.185048528488246 4363636.46039609 0.184749220329459 4367230.56306062 0.18491321123504 4366191.46178301 0.185990288209323 4364271.50026504 0.186943255509979 4363164.80036374 0.187806658159158 4361065.11705689 0.19000975631767
"Luke AFB" "luke" "luke" -112.3585753 33.544783 0 0 1325758.4454586 0.041546376474336 1693119.08010035 0.0530586570718755 1693119.08010035 0.0530586570718755 2657803.74492161 0.0966093887169531 2657803.74492161 0.103976355734983 2715992.32384829 0.111861589711899 2679301.08982066 0.110350414687293 2689789.82395196 0.116137449006173 2708560.11949743 0.106604374099347 2708560.11949743 0.106530996764609 2679790.59927942 0.107555846291873 2648853.7495562 0.106151344019039 2648853.7495562 0.106643279113582 2644823.38022122 0.106323604855172 2639210.69011297 0.106067510297082 2634246.62920109 0.106477745930229 2620306.72183145 0.106425002456207 2617988.28932589 0.106840216948734 2614256.96340622 0.107957529111067
"MacDill AFB" "macdill" "mcdl" -82.487858 27.8569134 0 0 31910326.6750001 1 31910326.6750001 1 31910326.6750001 1 27510822.5009938 1 25561616.6399973 1 24279936.7579467 1 24279936.7579467 1 23160400.4304331 1 22819541.6109454 1 22819541.6109454 1 22337580.5535185 1 22337580.5535185 1 22231060.2000277 1 22231060.2000277 1 22231060.2000277 1 22096977.996803 1 21974468.8341733 1 21869439.2692914 1 21604930.5209681 1
"Malmstrom AFB" "malmstrom" "mlms" -111.1790622 47.5042584 0 0 1976744.235 0.0619468504704675 1976744.235 0.0619468504704675 1976744.235 0.0619468504704675 1746738.24152686 0.063492766945218 1746738.24152686 0.0683344197719352 1666081.35757482 0.068619674514989 1666081.35757482 0.068619674514989 1575712.87640801 0.068034785544446 1548131.93120827 0.0550543556166487 1548131.93120827 0.0549767443200995 1548131.93120827 0.0561796659244849 1514407.26928102 0.0546485997444708 1500423.35400164 0.0542509189914562 1500423.35400164 0.0541071786246193 1500423.35400164 0.0541071786246193 1500423.35400164 0.0544246034684573 1500423.35400164 0.0547203731444728 1468314.9809682 0.0535017977438032 1463603.16516324 0.0539082583355352
"Maxwell AFB" "maxwell" "mxwl" -86.3625491 32.3791554 7284675.05750001 1 7284675.05750001 0.228285818935446 5930865.082809 0.185860368751897 5930865.082809 0.185860368751897 5752481.86400584 0.209098868774208 5568155.10185424 0.217832666074082 5505566.87322575 0.226753756738012 5403438.33114545 0.222547463159142 5335312.43849298 0.230363566231018 5252925.11022542 0.219633395302404 5205917.66556115 0.21748090531844 5169776.97969529 0.220598756669284 5124442.43197194 0.218540613196854 4996695.36575177 0.213753787457479 4934775.23481232 0.210809011485031 4889350.76977003 0.208736394241409 4821323.63104778 0.206885131492115 4778520.93976153 0.206069009429574 4759648.13029295 0.206201269833444 4692618.2899414 0.205583691105949
"McChord AFB" "mcchord" "mcch" -122.4857321 47.1342432 0 0 14522825.7375 0.45511366541032 9624991.04840088 0.301626214812194 9624991.04840088 0.301626214812194 9624991.04840088 0.349861987879613 9816443.14206691 0.384030606526925 9816443.14206691 0.404302665197595 9816443.14206691 0.404302665197595 9991597.99613812 0.431408689420111 10481073.5615287 0.451884862489116 10481073.5615287 0.451839844104479 10481073.5615287 0.461726350061084 10481073.5615287 0.461726350061084 10481073.5615287 0.463955731424946 10440220.9182051 0.462010245150535 10354846.3124883 0.45811479190059 10369738.3171613 0.461609502044881 10274396.6399215 0.459811697269301 10244582.6635869 0.460671592247344 10189941.3045148 0.463807581392452
