"Base..Long.Name." "Base..Short.Name." "Base..Abbreviation." "Longitude" "Latitude" "5_Miles" "Std_5_Miles" "10_Miles" "Std_10_Miles" "15_Miles" "Std_15_Miles" "20_Miles" "Std_20_Miles" "25_Miles" "Std_25_Miles" "30_Miles" "Std_30_Miles" "35_Miles" "Std_35_Miles" "40_Miles" "Std_40_Miles" "45_Miles" "Std_45_Miles" "50_Miles" "Std_50_Miles" "55_Miles" "Std_55_Miles" "60_Miles" "Std_60_Miles" "65_Miles" "Std_65_Miles" "70_Miles" "Std_70_Miles" "75_Miles" "Std_75_Miles" "80_Miles" "Std_80_Miles" "85_Miles" "Std_85_Miles" "90_Miles" "Std_90_Miles" "95_Miles" "Std_95_Miles" "100_Miles" "Std_100_Miles"
"Altus AFB" "altus" "alts" -99.285251 34.651461 958580.37 0.131588624397609 958580.37 0.030039816883197 958580.37 0.030039816883197 958580.37 0.030039816883197 958580.37 0.034843755397185 943718.133405314 0.0369193446054832 943718.133405314 0.0388682286454655 928744.299272706 0.0382515122889986 925335.66291011 0.0399533533839167 925335.66291011 0.0273877068177608 928954.002158172 0.0274685748491567 925053.962747939 0.0278925445567623 918671.608948906 0.0276027920287262 912461.149184637 0.0274275889122343 910727.677840318 0.0272006773424833 906473.250635701 0.0270065572977495 903237.950549758 0.027008181913252 902181.448360213 0.0270997504452735 901273.052955145 0.0271942198925456 899668.53937339 0.0274187483408203
"Andrews AFB" "andrews" "andw" -76.8836261 38.7965203 0 0 0 0 0 0 16569536.9839533 0.51925312933053 13532216.0385204 0.491887003306846 13356852.4219137 0.522535511350002 13095506.8800265 0.539355065483867 13658823.2721454 0.562555965788294 13908326.3506958 0.600521842982475 13645267.5105097 0.59244871486614 13645267.5105097 0.592415241423686 13717377.1388764 0.60865132046478 13276134.4832857 0.588619341831106 13150803.1320498 0.585751038853993 12995067.0128723 0.578582186408957 12727945.664222 0.566394033772785 12296078.6678425 0.5500466252696 11944466.6990532 0.536918256588391 11380793.0256001 0.513385405948577 11033873.4582297 0.503449320342921
"Arnold AFB" "arnold" "arnl" -86.0494122 35.3788236 0 0 907524.950000003 0.0284398514387819 960777.770981948 0.030108678634577 902231.012353974 0.0282739509859302 841575.210263216 0.03059069608816 697072.468693274 0.0272702810041575 643430.13252611 0.0265004863456046 643430.13252611 0.0265004863456046 697694.132480594 0.0301244416985042 686448.203863009 0.0167755439511222 678705.679340138 0.0163508121658865 670815.839694034 0.0163503860996131 714051.612961074 0.0183132472947445 722081.588217235 0.0187423132902147 837836.679886596 0.0238748233313688 849931.841786128 0.0244266986499668 845679.646431215 0.0243657148994985 847513.013571524 0.0245757276434352 845709.611188767 0.0246163865829792 847116.992424709 0.0249502623417826
"Barksdale AFB" "barksdale" "brkd" -93.6571416 32.5018595 3173680.81999999 0.435665392752487 6334850.54094828 0.198520391391395 6334850.54094828 0.198520391391395 6334850.54094828 0.198520391391395 6334850.54094828 0.230267580720985 6148127.26131107 0.240521847577154 6148127.26131107 0.253218421555354 6148127.26131107 0.253218421555354 6075506.7665612 0.262323045096314 6011373.58596441 0.25332615917792 5958982.60448389 0.250937262514976 5936137.10147378 0.25539074559115 5898925.41776295 0.253701372083005 5873484.28758162 0.253753635181308 5857963.93964181 0.252932057446373 5805091.28679395 0.2505195959698 5756099.41833516 0.249800123880965 5701850.91937134 0.248698836516524 5678926.19743205 0.248850636879294 5658688.83716692 0.250962595407999
"Beale AFB" "beale" "beal" -121.3598812 39.111504 0 0 0 0 0 0 1603744.535 0.0502578538707484 1612914.03677061 0.0586283465975016 1709475.34134728 0.0668766520296058 2085367.58584949 0.0858885097864582 2085367.58584949 0.0858885097864582 2117537.57070772 0.0914292296917822 2788181.45284444 0.110141414346281 2744508.37719073 0.108128067200129 2809450.00083346 0.113442254436409 2809450.00083346 0.113442254436409 2808713.85728983 0.113936231621598 2779738.92751498 0.112479501011424 2779738.92751498 0.112479501011424 2728915.07156375 0.110823917000029 2783790.08978562 0.113972973237383 2783790.08978562 0.114532494288361 2843675.58372973 0.118733932187083
"Bolling AFB" "bolling" "blln" -77.0144498 38.8451309 0 0 26755997.2775001 0.838474564989705 18366779.2576362 0.575574780060949 17142265.8073825 0.5372012007891 17142265.8073825 0.623109898177826 17385002.8860099 0.680121415278832 17270707.7657695 0.711316011155461 17061183.6331845 0.702686493925914 17200476.5885227 0.742667495762337 17137085.7187118 0.747566709230293 17022767.1860373 0.74246715558833 16816767.2254442 0.749360554272718 16749231.0226809 0.746294477696457 16697016.0454126 0.747532253236531 16553697.7866605 0.740954588562007 16350169.4153944 0.731668041951948 16113408.9063835 0.725297953299933 15928057.4896344 0.720839271109559 15764667.7184938 0.716772702506308 15515030.0035584 0.713941167565655
"Brooks City-Base" "brooks" "brks" -98.4458421 29.3417239 13083.1275 0.00179597955938064 13083.1275 0.000409996664504531 4943921.83968372 0.15493172132133 4722508.66829747 0.147993115720664 4434330.80697922 0.161184959367138 4033934.99658735 0.157812201528572 3814483.71645764 0.157104351402776 3680137.11087699 0.151571116002701 3587356.11930926 0.154891800341907 3526126.11698326 0.142923331796641 3478848.66955129 0.140752545987004 3411504.18114676 0.140774916688214 3370846.19933773 0.138929084666837 3362811.81872814 0.139214646448466 3312132.87823891 0.136771452092028 3289371.81700234 0.135732915524605 3283431.96843166 0.136281453162398 3288843.79965973 0.13729112903977 3275674.9890132 0.137353205846025 3261766.48256175 0.138372774238674
"Buckley AFB" "buckley" "bckl" -104.7579278 39.7025365 3138778.9975 0.430874263124261 3138778.9975 0.0983624840155288 3138778.9975 0.0983624840155288 3024772.70831026 0.0947897757085638 3701723.78972195 0.134555184222072 3800595.45901293 0.148683689006821 3835659.74129886 0.157976512852467 3804874.45292116 0.156708581692489 3786656.67962577 0.163497029811715 3786656.67962577 0.15449695216804 3771933.14241731 0.153773386961211 3758650.55082856 0.156535017331507 3739400.94258258 0.155661104222236 3742519.37449961 0.15653722436009 3758368.08206653 0.157132171305844 3746056.52791645 0.156570422490454 3743320.97166802 0.157394679822746 3728612.7107692 0.157595108172708 3714060.16927956 0.157691829303917 3710157.18738099 0.159434878804803
"Cannon AFB" "cannon" "cnnn" -103.3183038 34.3897838 0 0 1697157.74999999 0.0531852201729296 1697157.74999999 0.0531852201729296 1548666.68324909 0.0485318341934237 1548666.68324909 0.0562929982625255 1548666.68324909 0.0605856313808348 1548666.68324909 0.0637838021856552 1507340.37538292 0.0620817257643628 1483476.74410283 0.064052292556804 1483476.74410283 0.05218216057354 1483476.74410283 0.0521043133747645 1466305.45763231 0.0524648252363195 1440529.83141617 0.0512946373882293 1423976.07989995 0.0507633300782801 1404865.98104001 0.0497471083679632 1398076.20909778 0.0494373061854913 1391031.37615019 0.0494024837679467 1391031.37615019 0.0496697832107661 1378590.06790738 0.0493390629989211 1356543.40498693 0.0488793765156787
"Charleston AFB" "charleston" "chrl" -80.0690944 32.8940204 0 0 0 0 14559869.1075 0.456274523786271 14559869.1075 0.456274523786271 11713642.5060567 0.425783071576052 11713642.5060567 0.458251239388666 11713642.5060567 0.48244122803256 10813004.8775386 0.445347324638297 10295271.5473341 0.444520446797024 10295271.5473341 0.443630928844179 10295271.5473341 0.443585232538546 10295271.5473341 0.453291123023804 10295271.5473341 0.453291123023804 9835599.01921223 0.434508640158802 9553607.33091806 0.42155604040142 9228958.59655719 0.406743041187678 9095787.4310318 0.403123185512585 9095787.4310318 0.405395716105895 9095787.4310318 0.407373910854548 9026119.131343 0.409139757005669
"Columbus AFB" "columbus" "clmb" -88.4355422 33.6356982 0 0 0 0 1197233.23499999 0.0375186768594868 1389434.68706513 0.0435418509254458 1247044.11521396 0.0453292196250734 1147968.92894143 0.0449098719032174 1092688.27125621 0.0450037527753683 963918.557632909 0.0397002087461131 921779.512756961 0.0397998089681442 902282.839725463 0.0263636249544971 892973.308709873 0.0258700633928839 904723.26247676 0.0269695509425238 904723.26247676 0.0269695509425238 923791.175398754 0.0279444742331914 917767.650338406 0.027521895619475 912871.865796607 0.0272985118668444 899143.774960582 0.0268202207822112 896368.261309985 0.0268313576017095 897548.451934834 0.0270214192115624 886136.924037029 0.0267831323610511
"Creech AFB" "creech" "crch" -115.673355 36.587181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2651030.4325 0.104048717094502 9640302.46781249 0.414486972422349 9640302.46781249 0.423556176865597 8987888.57010696 0.39393723342584 8987888.57010696 0.395835376806725 7528348.1389699 0.329147970870479 7528348.1389699 0.329147970870479 7528348.1389699 0.331162993342844 7528348.1389699 0.333027583947846 7528348.1389699 0.334653483729291 7528348.1389699 0.338785467948331
"Davis-Monthan AFB" "davis monthan" "dvsm" -110.8605934 32.155285 0 0 0 0 9323275.18402681 0.29217109805808 7611908.42460028 0.238540598538083 7611908.42460028 0.276687780757021 7611908.42460028 0.297786659263547 7611908.42460028 0.313506105904866 7287296.20878152 0.300136539951918 7287296.20878152 0.314644655245507 7287296.20878152 0.310006818483246 7118107.7387235 0.302433624279048 6867295.51963845 0.297664413607832 6664508.24339082 0.288458072531094 6591137.4472368 0.286493575650473 6462702.27191758 0.280524921648218 6352198.49402645 0.275482880199206 6249599.87078876 0.272456431895102 6086894.04450934 0.266476144963271 6009943.83886718 0.264208006311761 6009943.83886718 0.267461977522017
"Dover AFB" "dover" "dovr" -75.4865456 39.1317247 1556479.595 0.213664931203419 1367369.79593564 0.0428503853897207 1337013.68338519 0.0418990910686183 1300987.56253012 0.040770111060924 1300987.56253012 0.0472900278602402 1292912.79369951 0.0505802434919721 1284856.27167417 0.0529184356814127 1273875.2040312 0.0524661664785542 1264826.90306209 0.0546116163604878 1289851.80120024 0.0435807068290772 1289989.94686813 0.0435082905532026 1293518.96085893 0.0446204897721561 1285671.76185172 0.0442642347255171 1290778.48936146 0.0446867440196865 1280006.13417261 0.044050031442295 1279385.4038536 0.0440217088993301 1310780.62235355 0.0457182200811687 1315193.94121409 0.046168394964486 1331351.22158538 0.0471474444151345 1350506.55511892 0.0485958096134136
"Dyess AFB" "dyess" "dyss" -99.8418696 32.422379 0 0 4543010.68249999 0.142368040564723 3127961.50567701 0.0980234874288387 3127961.50567701 0.0980234874288387 3127961.50567701 0.113699308901579 2776628.44018872 0.108624915211506 2675621.52181142 0.110198867010463 2617457.38405755 0.107803303202628 2475817.63507432 0.106898740482097 2475817.63507432 0.0962651911194775 2449086.7940632 0.0950033956109568 2359193.64473536 0.0930010627457313 2308946.10959786 0.0907198745208039 2264906.29330684 0.0891272733777036 2264906.29330684 0.088988833719135 2223865.56800612 0.0871162367635122 2223865.56800612 0.0876373990179319 2215052.12963611 0.0877145375379334 2201533.0897893 0.0875190220914864 2195384.75196142 0.088281986726993
"Edwards AFB" "edwards" "edwr" -117.8912085 34.9240314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1049067.3475 0.0432071696874023 1049067.3475 0.0452957344434127 1049067.3475 0.0328842732506291 1049067.3475 0.0328048410569232 1049067.3475 0.0335226291421186 1046664.41949271 0.0334135385954763 1046664.41949271 0.0335500549273838 1597791.62202917 0.0585498759928214 1597791.62202917 0.0585498759928214 3716116.3381682 0.156145731512934 3878485.36694261 0.164514677079627 4451992.39303896 0.191927762250758 4347855.06987557 0.189389245249831
"Eglin AFB" "eglin" "egln" -86.5533382 30.4635583 56945.9500000002 0.00781722582689134 299789.048209542 0.00939473454041476 299789.048209542 0.00939473454041476 299789.048209542 0.00939473454041476 299789.048209542 0.0108971314179615 299789.048209542 0.0117280942137459 299789.048209542 0.0123471923011258 299789.048209542 0.0123471923011258 302563.27028707 0.0130638186155667 308818.580290723 0 310667.303473109 0 310667.303473109 0 310667.303473109 0 311253.70767671 0 314584.699259482 0 314584.699259482 0 314944.836516246 0 315221.243829505 0 315120.159447965 0 315951.377814284 0
"Ellsworth AFB" "ellsworth" "ells" -103.0748767 44.1463938 0 0 0 0 1636415.8675 0.0512817021325588 1636415.8675 0.0512817021325588 1322569.11892972 0.0480745030026617 1322569.11892972 0.0517404332267562 1205385.91708463 0.0496453483014165 1104402.55017181 0.0454862202147353 1104402.55017181 0.0476849505900861 1005587.21461721 0.0309527434271054 969790.445888797 0.0292828123437909 966962.160051366 0.0297951351207553 938717.594197375 0.0285128598635114 938717.594197375 0.0286254300073142 934810.239507509 0.0282995110334363 925657.444913839 0.0278818893865 925657.444913839 0.0280374473725002 910664.45041311 0.0274914077278043 910664.45041311 0.0276299282723884 910664.45041311 0.0279352555423061
