"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
" 33.302642 -111.837484 158359 1 3 0 23 25 53.74 78.7399999999999 6156575 12252 49000 233996 6451823 3449624 1485822 4935446 261085 250314 87712 599111 917266 6451823 198500 0 0 0 198500 0 353685 121787 28373 57859 22283 624 34 27 61 437 12174 1238699 345462 325951 2278514 951422 246896 95 69 5009 1599 1414 117887 61342 42374 258 192539 3397159 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "MAIL STOP 601, P.O. BOX 4008" "CHANDLER" 85244 4807822800 "MARICOPA" 4087191 "CI" "MO" "Y" "N" 5273724 2.25 28647.0525 5302371.0525 97.6232339483367 0.000104928537403282 556.370039308325 107.042017224452 8.72753160694849e-05 462.766109524625
"AZ" "AZ0050" "AE-PINAL" "PINAL COUNTY LIBRARY DISTRICT" 31 396237 "92 WEST BUTTE AVENUE
FLORENCE, AZ 85132
(33.031373, -111.388195)" "92 WEST BUTTE AVENUE
FLORENCE, AZ 85132
" 33.031373 -111.388195 251571 1 3 0 4 4 7 11 1717707 7070 0 40799 1765576 500290 164260 664550 87492 180579 33417 301488 799539 1765577 0 0 0 0 0 0 33075 4423 2820 992 7733 0 14 27 41 43 9283 140978 9849 9611 100002 10087 6738 14244 8376 205 106 12 1780 857 141 51 23653 38400 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "HQ" "P.O. BOX 2974" "FLORENCE" 85132 5208666457 "PINAL" 401918 "CO" "MA" "Y" "N" 570018 2.25 28395.9975 598413.9975 67.9559752089094 0.000216543275379395 129.582527051527 87.0331937315918 0.000132017091055655 79.0008751969361
"AZ" "AZ0064" "AE-PIMA" "PIMA COUNTY PUBLIC LIBRARY" 11 1007162 "101 NORTH STONE AVENUE
TUCSON, AZ 85701
(32.223309, -110.971458)" "101 NORTH STONE AVENUE
TUCSON, AZ 85701
" 32.223309 -110.971458 639447 1 26 1 104 104 271 375 28379838 84589 620985 930515 30015927 14093994 4302891 18396885 3422500 1225000 821555 5469055 10097618 33963558 0 0 0 0 0 0 968328 23888 94420 23771 130609 500 35 27 62 2842 73615 5880468 517104 405507 4392677 1152053 462968 2542 13817 16539 5391 1083 252316 145430 11715 667 3051857 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "NO" "101 NORTH STONE AVENUE" "TUCSON" 85701 5205945601 "PIMA" 1004516 "CC" "MO" "Y" "N" 15580602 2.25 124233.435 15704835.435 8.0164061150116 0.015561110214685 244384.675107526 12.1459728832938 0.00677852786392472 106455.6645945
"AZ" "AZ0065" "AE-NOGALES" "NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY" 33 49544 "518 NORTH GRAND AVENUE
NOGALES, AZ 85621
(31.340973, -110.936135)" "518 NORTH GRAND AVENUE
NOGALES, AZ 85621
" 31.340973 -110.936135 31455 1 3 0 1 1 6.5 7.5 503638 23000 9700 2995 539333 249657 91804 341461 45704 11750 5849 63303 74941 479705 0 0 0 0 0 0 72105 534 2089 0 3047 0 1 27 28 56 6858 108273 2912 24814 172898 22601 375 554 1554 262 262 0 4851 4851 0 38 27125 2780 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "518 NORTH GRAND AVENUE" "NOGALES" 85621 5202855717 "SANTA CRUZ" 46695 "CC" "MO" "Y" "N" 1006571 3 5583.96 1012154.96 56.503665624229 0.000313218029921408 317.025182546382 73.7923620863211 0.000183644182561183 185.876370254446
"AZ" "AZ0066" "AE-PATAGONIA" "PATAGONIA PUBLIC LIBRARY" 42 953 "346 DUQUESNE AVENUE
PATAGONIA, AZ 85624
(31.538704, -110.753917)" "346 DUQUESNE AVENUE
PATAGONIA, AZ 85624
" 31.538704 -110.753917 605 1 0 0 0.8 0.8 1.1 1.9 90791 0 3956 33055 127802 NA NA NA 10609 1350 4680 16639 NA 127789 0 0 0 0 0 0 12456 0 1416 0 1374 0 2 27 29 54 1951 28284 1520 1084 22754 3352 0 0 278 101 56 12 3938 672 120 11 16840 18930 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "NO" "P.O. BOX 415" "PATAGONIA" 85624 5203942010 "SANTA CRUZ" 46695 "CI" "SO" "Y" "N" 199395 22.5 928.275 200323.275 43.1091106055021 0.000538098614937432 107.79367681723 52.6787378676973 0.000360353942380866 72.1872818968964
"AZ" "AZ0102" "AE-GILA" "GILA COUNTY LIBRARY DISTRICT" 33 54219 "1400 EAST ASH STREET
GLOBE, AZ 85501
(33.395389, -110.774453)" "1400 EAST ASH STREET
GLOBE, AZ 85501
" 33.395389 -110.774453 34424 1 0 0 2 2 1.97 3.97 398200 135954 35505 12502 582161 209680 60881 270561 7770 17870 0 25640 250667 546868 0 0 0 3300 3300 2126 2232 534 42 4009 56 0 8 27 35 6 2250 1059 1541 110 1452 6 1090 147 806 0 0 0 0 0 0 0 0 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "HQ" "1400 EAST ASH STREET" "GLOBE" 85501 9284028770 "GILA" 53119 "CO" "SO" "Y" "N" 30368 2.25 4255.2825 34623.2825 85.9282905557402 0.000135433984537174 4.68916910673122 115.561037443921 7.4881948373735e-05 2.59265885269424
"AZ" "AZ0106" "AE-PIMAPL" "PIMA PUBLIC LIBRARY" 33 2479 "50 SOUTH 200 WEST
PIMA, AZ 85543
(32.895348, -109.831567)" "50 SOUTH 200 WEST
PIMA, AZ 85543
" 32.895348 -109.831567 1574 1 0 0 0 1 0.38 1.38 52000 2000 0 2128 56128 NA NA NA 8831 0 334 9165 NA 50608 0 0 0 0 0 1049 10264 0 197 0 986 0 1 27 28 3 1701 15109 1404 1753 19713 8619 0 61 61 294 272 11 5963 4939 321 7 1551 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 489" "PIMA" 85543 9284852822 "GRAHAM" 37957 "CI" "SO" "Y" "N" 149165 14.25 1266.7725 150431.7725 78.8831387877804 0.000160705830678895 24.175262960111 128.62042825009 6.04477440691766e-05 9.0932612839526
"AZ" "AZ0110" "AE-BENSON" "BENSON PUBLIC LIBRARY" 32 5027 "300 SOUTH HUACHUCA STREET
BENSON, AZ 85602
(31.965899, -110.296601)" "300 SOUTH HUACHUCA STREET
BENSON, AZ 85602
" 31.965899 -110.296601 3192 1 0 0 0 1 4 5 232271 0 0 0 232271 138066 34435 172501 10392 0 4058 14450 26539 213490 0 0 0 0 0 0 28822 299 2855 1715.920716 3042 0 0 27 27 43 2172 65842 7594 5796 79456 17122 2034 4 117 82 62 2 1549 1408 21 17 16345 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "300 SOUTH HUACHUCA STREET" "BENSON" 85602 5205869535 "COCHISE" 127448 "CC" "SO" "Y" "N" 452671 7 1805.67 454476.67 35.5639385817696 0.000790642757232687 359.32868746673 38.6841810928704 0.000668241102031284 303.699990808308
"AZ" "AZ0111" "AE-COPPER" "COPPER QUEEN LIBRARY" 32 5394 "6 MAIN STREET
BISBEE, AZ 85603
(31.441626, -109.915163)" "6 MAIN STREET
BISBEE, AZ 85603
" 31.441626 -109.915163 3425 1 0 0 1 1 2 3 181154 0 0 0 181154 99264 31221 130485 9600 500 2000 12100 38569 181154 0 0 0 0 0 0 37867 299 1479 2940.75777199999 3823 0 1 27 28 112 1820 38904 5022 2482 47323 6606 1081 2929 3576 205 61 0 2734 1118 0 14 10653 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "P.O. BOX 1857" "BISBEE" 85603 5204324232 "COCHISE" 127448 "CC" "SO" "Y" "N" 563283 7 1582.74 564865.74 74.3394214444686 0.000180951274507256 102.213175578484 86.9437160575143 0.000132288960288095 74.7255014469653
"AZ" "AZ0112" "AE-DOUGLAS" "DOUGLAS PUBLIC LIBRARY" 33 16989 "560 EAST 10TH STREET
DOUGLAS, AZ 85607
(31.344477, -109.553315)" "560 EAST 10TH STREET
DOUGLAS, AZ 85607
" 31.344477 -109.553315 10786 1 0 0 2.75 2.75 5 7.75 318677 0 46321 28027 393025 156522 31401 187923 15679 0 1369 17048 93220 298191 0 0 0 0 0 0 48929 299 3348 0 6369 0 0 27 27 47 2322 82980 8969 16309 65220 17908 377 2886 2584 228 149 45 2950 2304 351 30 31046 30000 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "560 EAST 10TH STREET" "DOUGLAS" 85607 5204177352 "COCHISE" 127448 "CI" "SO" "Y" "N" 764359 4.5 3456.015 767815.015 95.1758918260017 0.000110394157666276 84.7622918244437 110.659027924491 8.16631820172353e-05 62.7022173255112
"AZ" "AZ0113" "AE-HUACHUCA" "HUACHUCA CITY PUBLIC LIBRARY" 41 1810 "506 NORTH GONZALES BOULEVARD
HUACHUCA CITY, AZ 85616
(31.631372, -110.335242)" "506 NORTH GONZALES BOULEVARD
HUACHUCA CITY, AZ 85616
" 31.631372 -110.335242 1149 1 0 0 0 1 1.89 2.89 87000 2000 7290 131 96421 77440 8324 85764 5000 0 0 5000 5000 95764 0 0 0 0 0 0 19307 299 1411 0 938 0 6 27 33 0 2300 30314 297 1329 16825 6110 252 63 994 295 215 60 4890 3981 394 17 9146 11907 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "506 NORTH GONZALES BOULEVARD" "HUACHUCA CITY" 85616 5204561063 "COCHISE" 127448 "CI" "SO" "Y" "N" 282293 14.25 1207.275 283500.275 47.5957683111349 0.000441431495730415 125.145950433234 58.7178594951968 0.00029004111713592 82.2267364693404
"AZ" "AZ0114" "AE-SIERRA" "SIERRA VISTA PUBLIC LIBRARY" 13 44286 "2600 EAST TACOMA STREET
SIERRA VISTA, AZ 85635
(31.56599, -110.270783)" "2600 EAST TACOMA STREET
SIERRA VISTA, AZ 85635
" 31.56599 -110.270783 28117 1 0 0 3 3 10.25 13.25 772786 0 0 92658 865444 432501 130505 563006 69250 31791 40000 141041 64495 768542 0 0 0 0 0 69317 95643 299 8802 5473.60059499999 6331 0 9 27 36 235 2650 206371 16726 22024 340473 94000 12546 7543 11782 296 130 9 12752 10400 152 26 41000 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "2600 EAST TACOMA STREET" "SIERRA VISTA" 85635 5204584225 "COCHISE" 127448 "CI" "SO" "Y" "N" 1444313 3 5973.24 1450286.24 53.5014670494506 0.000349356331307752 506.666680152514 65.8400338026769 0.000230685294089912 334.559707788953
"AZ" "AZ0115" "AE-TOMBSTONE" "TOMBSTONE CITY LIBRARY" 42 1344 "CORNER OF 4TH AND TOUGHNUT STREET
TOMBSTONE, AZ 85638
(31.720816, -110.054876)" "CORNER OF 4TH AND TOUGHNUT STREET
TOMBSTONE, AZ 85638
" 31.720816 -110.054876 853 1 0 0 0 1 1 2 54425 0 0 1465 55890 NA NA NA 1829 0 544 2373 NA 33900 0 0 0 0 0 0 15125 299 655 0 2400 0 5 27 32 11 1996 10920 410 712 9404 3765 34 1560 1126 3 1 1 85 36 4 5 5027 910 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "P.O. BOX 218" "TOMBSTONE" 85638 5204573612 "COCHISE" 127448 "CI" "SO" "Y" "N" 236708 14.25 874.56 237582.56 56.0375771287494 0.000318450034848255 75.6581745113376 64.0057414840866 0.00024409682684654 57.9931490100777
"AZ" "AZ0116" "AE-ELSIE" "ELSIE S. HOGAN COMMUNITY LIBRARY" 33 3674 "100 NORTH CURTIS AVENUE
WILLCOX, AZ 85643
(32.253209, -109.833615)" "100 NORTH CURTIS AVENUE
WILLCOX, AZ 85643
" 32.253209 -109.833615 2333 1 0 0 0 1 3 4 224131 0 6100 0 230231 134548 42507 177055 10776 0 149 10925 34299 222279 1852 0 0 0 1852 1852 28883 299 893 4540.408889 2513 0 4 27 31 29 2292 36815 3081 3918 29221 8164 413 2562 3362 165 64 51 1658 948 269 17 9061 3025 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "100 NORTH CURTIS AVENUE" "WILLCOX" 85643 5207664250 "COCHISE" 127448 "CI" "SO" "Y" "N" 420899 10 1702.2 422601.2 60.4905614574722 0.000273290647077765 115.49295540384 73.9464625250103 0.000182879570958165 77.2851261424055
"AZ" "AZ0117" "AE-AJ" "APACHE JUNCTION PUBLIC LIBRARY" 41 37639 "1177 NORTH IDAHO ROAD
APACHE JUNCTION, AZ 85119
(33.426683, -111.546099)" "1177 NORTH IDAHO ROAD
APACHE JUNCTION, AZ 85119
" 33.426683 -111.546099 23897 1 0 1 4 4 20.25 24.25 1292945 215283 0 0 1508228 699009 232507 931516 35209 32550 35498 103257 458404 1493177 0 0 0 0 0 0 88427 124333 7559 58851 24101 624 14 27 41 254 5342 321252 40677 62257 528399 91612 62965 609 573 2605 999 26 22244 11793 240 91 67127 12408 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "1177 NORTH IDAHO ROAD" "APACHE JUNCTION" 85119 4804748570 "PINAL" 401918 "CI" "MO" "Y" "N" 1568528 3 7025.01 1575553.01 96.5583905587337 0.000107255596711031 168.986878237411 130.47895410541 5.87379880206005e-05 92.5448138272011
"AZ" "AZ0118" "AE-CASAGRANDE" "CASA GRANDE PUBLIC LIBRARY" 23 50821 "449 NORTH DRYLAKE STREET
CASA GRANDE, AZ 85122
(32.876852, -111.750102)" "449 NORTH DRYLAKE STREET
CASA GRANDE, AZ 85122
" 32.876852 -111.750102 32266 1 1 1 6 6 12.59 18.59 1250000 0 0 145629 1395629 700224 236390 936614 146481 22200 44181 212862 264551 1414027 1520877 0 0 50000 1570877 1570877 85526 124333 6226 58851 9864 624 15 27 42 238 5580 326060 8807 42554 355224 115407 46887 16867 20659 474 229 75 13026 9600 1899 58 63729 6270 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "449 NORTH DRYLAKE STREET" "CASA GRANDE" 85122 5204218710 "PINAL" 401918 "CI" "MO" "Y" "N" 1326712 2.25 6218.9175 1332930.9175 71.9949182276066 0.0001929284674557 257.160319137595 77.1167062273976 0.000168152394542252 224.135525537025
"AZ" "AZ0119" "AE-VENITO" "VENITO GARCIA LIBRARY" 43 7174 "MAIN STREET, TRIBAL BUILDING
SELLS, AZ 85634
(32.090454, -112.057802)" "MAIN STREET, TRIBAL BUILDING
SELLS, AZ 85634
" 32.090454 -112.057802 4555 1 0 0 1 1 1 2 0 0 0 0 0 NA NA NA 0 0 0 0 NA 94286 0 0 0 0 0 4323 10937 0 0 0 0 0 0 27 27 13 2232 17055 308 1995 296 59 0 0 0 15 15 0 794 794 0 10 15101 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "NO" "P.O. BOX 837" "SELLS" 85634 5203835756 "PIMA" 1004516 "NL" "SO" "Y" "N" 142800 7 1806.54 144606.54 70.2796116532289 0.000202460960999478 29.2771790552095 83.8542508108914 0.000142216450048534 20.5654287726013
"AZ" "AZ0124" "AE-GLOBE" "GLOBE PUBLIC LIBRARY" 33 7525 "339 SOUTH BROAD STREET
GLOBE, AZ 85501
(33.393723, -110.785667)" "339 SOUTH BROAD STREET
GLOBE, AZ 85501
" 33.393723 -110.785667 4778 1 0 0 0 1 3.54 4.54 230200 0 21127 9507 260834 111078 25610 136688 12300 0 2000 14300 21290 172278 0 0 0 0 0 0 18952 0 190 0 1547 0 4 27 31 15 1104 47805 2064 7484 36079 8486 0 120 554 264 193 14 1066 862 51 10 11083 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "339 SOUTH BROAD STREET" "GLOBE" 85501 9284256111 "GILA" 53119 "CI" "SO" "Y" "N" 269602 7 2261.25 271863.25 85.7776423387301 0.000135910118041645 36.9489663986852 116.434687511651 7.37624334971943e-05 20.0532948984561
"AZ" "AZ0125" "AE-HAYDEN" "HAYDEN PUBLIC LIBRARY" 43 661 "219 EAST 5TH STREET
HAYDEN, AZ 85135
(33.005402, -110.788443)" "219 EAST 5TH STREET
HAYDEN, AZ 85135
" 33.005402 -110.788443 420 1 0 0 0 1 1.5 2.5 162200 0 0 0 162200 74000 39400 113400 12000 0 1000 13000 21000 147400 0 0 0 0 0 0 20046 0 1050 0 150 0 8 27 35 15 2158 9448 225 1528 4250 2000 0 30 22 159 125 10 595 525 25 6 2722 200 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "PO BOX B" "HAYDEN" 85135 5203567801 "GILA" 53119 "CI" "SO" "Y" "N" 276663 22.5 821.175 277484.175 58.9556074139535 0.000287706559472422 79.8340172972935 82.0994942025924 0.00014836075574183 41.1677619093982
"AZ" "AZ0126" "AE-MIAMI" "MIAMI MEMORIAL LIBRARY" 33 1826 "282 SOUTH ADONIS AVENUE
MIAMI, AZ 85539
(33.396597, -110.869168)" "282 SOUTH ADONIS AVENUE
MIAMI, AZ 85539
" 33.396597 -110.869168 1159 1 0 0 0 1 0.5 1.5 100560 5900 0 19488 125948 NA NA NA 2500 0 2000 4500 NA 88639 0 0 0 0 0 0 31008 0 359 0 982 0 4 27 31 5 1700 8740 9190 3865 8089 1589 0 260 156 78 38 26 955 351 76 10 4599 -1 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "282 SOUTH ADONIS AVENUE" "MIAMI" 85539 9284732621 "GILA" 53119 "CI" "SO" "Y" "N" 421052 14.25 1005.615 422057.615 85.8671356395044 0.000135626966481116 57.2423940027049 135.188959449215 5.47164042403128e-05 23.0934750750423
"AZ" "AZ0129" "AE-SANCARLOS" "SAN CARLOS PUBLIC LIBRARY" 33 10068 "89 SAN CARLOS AVENUE
SAN CARLOS, AZ 85550
(33.350939, -110.452474)" "89 SAN CARLOS AVENUE
SAN CARLOS, AZ 85550
" 33.350939 -110.452474 6392 1 0 0 0 1 0 1 63800 2000 0 0 65800 NA NA NA 783 0 0 783 NA 38992 0 0 0 0 0 650 9245 0 124 0 526 0 0 27 27 3 1560 23264 2754 5865 1645 635 -1 37 39 95 42 1 852 839 5 10 1489 0 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "ME" "P.O. BOX 545" "SAN CARLOS" 85550 9284752611 "GILA" 53119 "NL" "SO" "Y" "Y" 129124 4.5 1509.18 130633.18 86.0474883628462 0.000135059022922924 17.6431896521144 130.46217704152 5.87530960674415e-05 7.67510377413537
"AZ" "AZ0133" "AE-COOLIDGE" "COOLIDGE PUBLIC LIBRARY" 31 12027 "160 WEST CENTRAL AVENUE
COOLIDGE, AZ 85128
(32.977661, -111.517206)" "160 WEST CENTRAL AVENUE
COOLIDGE, AZ 85128
" 32.977661 -111.517206 7636 1 0 0 1 1 4.45 5.45 417371 1770 10250 0 429391 183047 76142 259189 76166 0 24046 100212 49034 408435 0 0 0 0 0 0 26183 4423 1828 992 2893 0 13 27 40 45 2750 86869 7810 9134 84852 31876 2116 8078 3845 213 147 12 4979 4405 87 27 23376 18800 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "160 WEST CENTRAL AVENUE" "COOLIDGE" 85128 5207236030 "PINAL" 401918 "CI" "SO" "Y" "N" 403552 4.5 2441.145 405993.145 68.5657411023865 0.00021270889475937 86.3583531528308 76.8010488771795 0.000169537469829927 68.8310505715948
"AZ" "AZ0134" "AE-ELOY" "ELOY SANTA CRUZ LIBRARY" 31 16531 "1000 NORTH MAIN STREET
ELOY, AZ 85131
(32.75946, -111.554862)" "1000 NORTH MAIN STREET
ELOY, AZ 85131
" 32.75946 -111.554862 10496 1 0 0 1 2 2.48 4.48 333493 1770 0 1000 336263 164526 68707 233233 35800 0 11000 46800 19605 299638 0 0 0 22500 22500 22500 21430 4423 519 992 4520 0 13 27 40 72 2739 81493 940 3663 28681 3224 575 3788 1830 287 110 91 4233 1693 1230 20 22267 29600 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "1000 NORTH MAIN STREET" "ELOY" 85131 5204663814 "PINAL" 401918 "MJ" "SO" "Y" "N" 345933 4.5 2903.685 348836.685 58.2126124266586 0.000295097697276597 102.940902469102 62.6747610821828 0.000254574339596457 88.8048687108922
"AZ" "AZ0135" "AE-FLORENCE" "FLORENCE COMMUNITY LIBRARY" 31 26828 "1000 SOUTH WILLOW STREET
FLORENCE, AZ 85132
(33.027347, -111.389311)" "1000 SOUTH WILLOW STREET
FLORENCE, AZ 85132
" 33.027347 -111.389311 17033 1 0 0 2 3 3.25 6.25 399927 1770 0 0 401697 227206 82981 310187 70713 0 0 70713 14680 395580 17458 0 0 0 17458 0 20309 4423 2239 992 3676 0 13 27 40 33 3245 102623 3120 7574 67726 14031 3169 7276 5437 206 116 38 3824 2859 356 51 18790 17825 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "ME" "P.O. BOX 985" "FLORENCE" 85132 5208688311 "PINAL" 401918 "CC" "SO" "Y" "Y" 343636 3 3352.02 346988.02 67.7376163425092 0.000217941622685943 75.6231321313825 86.8169560192377 0.000132675548265343 46.0368257950059
"AZ" "AZ0136" "AE-KEARNY" "KEARNY PUBLIC LIBRARY" 43 1991 "912-A TILBURY ROAD
KEARNY, AZ 85137
(33.054489, -110.91464)" "912-A TILBURY ROAD
KEARNY, AZ 85137
