"pop" "long" "lat" "miles" "weight" "fact"
2367 -97.386644305 47.954929203 0.255998613240993 15.2589543783993 36117.945013671
2273 -97.4686978029 48.0994262164 10.9172488076642 0.00839022454234676 19.0709803847542
2746 -97.6500035208 47.9447655484 12.40793572689 0.00649532564852884 17.8361642308602
6004 -97.1061204392 47.9262590823 12.9333748010185 0.00597828029514283 35.8935948920376
5882 -97.1674441611 47.8143935654 13.812175757703 0.00524174401416042 30.8319382912916
4428 -97.0830424833 47.9112497067 14.1672336482254 0.00498230014845542 22.0616250573606
4259 -97.0881641066 47.8966785899 14.1775276993611 0.00497506765575054 21.1888131458415
5212 -97.0738143985 47.9237701775 14.4401820708666 0.00479572930928914 24.995341160015
4381 -97.0553902979 47.9260437587 15.2663008612686 0.00429074164987461 18.7977391681006
5626 -97.0558645059 47.8967030845 15.6229891888751 0.00409705444768703 23.0500283226872
1883 -97.0447466946 47.9150770426 15.8637994444728 0.00397361309801612 7.48231346356435
2340 -97.0451918098 47.9082982537 15.9278297395819 0.00394172925538835 9.22364645760873
3176 -97.0403992672 47.9290857981 15.9329448365403 0.00393919876387093 12.5108952740541
6231 -97.051115095 47.8800342066 16.158624340449 0.00382993348016372 23.8643155149001
2127 -97.027930183 47.9195821705 16.586814420957 0.00363474567710232 7.73110405519663
4735 -97.0201592312 47.949658837 16.7859950223302 0.00354899853451372 16.8045080609225
1657 -97.0259566984 47.9067635345 16.8235108605076 0.00353318789867451 5.85449234810366
4617 -97.026950166 47.8742108677 17.3495443951114 0.00332218528968531 15.3385294824771
1652 -97.6243459089 47.7590528863 17.4688167901067 0.00327697418310679 5.41356135049241
1268 -96.9957252917 47.9239860409 18.0296631594364 0.00307627229253486 3.90071326693421
2835 -96.996749426 47.9026078362 18.2078716785784 0.0030163492973275 8.55135025792347
2412 -97.1643636673 47.5856972239 27.3251714459411 0.00133928871354492 3.23036437707035
2171 -96.7768746239 48.018097564 28.4021076472215 0.0012396493635444 2.6912787682549
1677 -97.2783652596 48.3655335618 28.9703670008693 0.00119149440164123 1.99813611155235
2299 -97.6390669095 48.3662538445 30.9721373208843 0.00104245579460134 2.39660587178848
2537 -97.34642709 47.4976885232 31.5068541216277 0.00100737209339479 2.55570300094257
1588 -97.3874734716 48.4202093336 32.3524318164252 0.000955401984012053 1.51717835061114
2737 -97.4270350431 48.4216911343 32.5191739604392 0.000945629450735118 2.58818780666202
2557 -96.7886309039 48.2494309022 34.2681185543604 0.000851568284883842 2.17746010444798
1583 -97.7520545931 48.3957938914 35.083999493295 0.000812422247850212 1.28606441834689
2778 -96.6881143509 47.6791954825 37.3855067584617 0.000715473340960703 1.98758494118883
3126 -98.1919767527 47.9223139931 37.5731891822241 0.000708343448758332 2.21428162081855
2310 -96.9240548696 48.4035896569 37.6910467248889 0.000703920483547587 1.62605631699493
5693 -96.6069663575 47.7876589846 37.7479205742445 0.000701800922665077 3.99535265273228
1975 -97.7246425651 47.4565814452 37.8235108308464 0.000698998628475055 1.38052229123823
2446 -96.6031136782 47.7594443458 38.5595292974552 0.000672568545489977 1.64510266226848
1680 -97.0448025644 47.4121421573 40.5523314604495 0.000608090675549372 1.02159233492294
1492 -97.1580285099 47.3680427059 41.760328788545 0.000573419135164895 0.855541349666024
1235 -98.0795254451 48.3740728673 43.4133702356875 0.000530582590791339 0.655269499627304
1533 -97.3447541466 48.6669085868 49.4470316440201 0.000408996459805362 0.62699157288162
2079 -96.3172363168 48.0595214292 49.8507978428637 0.000402397962603829 0.83658536425336
