"pop" "long" "lat" "miles" "weight" "fact"
4086 -93.6704675838 32.4849138351 1.40660143555278 0.505426358853205 2065.17210227419
4137 -93.6928306281 32.5090947579 2.1412893189868 0.218096802575889 902.266472256452
7278 -93.6518591741 32.4682687769 2.34393676549917 0.18201543490162 1324.70833521399
3238 -93.6838361421 32.4754955643 2.39829297634202 0.173858340074184 562.953305160208
4210 -93.6987966327 32.517061382 2.64768524850848 0.142648526007372 600.550294491038
3359 -93.7084631394 32.5026031438 2.99447625768364 0.111521410053365 374.600416369254
2127 -93.7100193718 32.4878053213 3.23462855797373 0.0955765097396647 203.291236216267
7108 -93.6878192649 32.5424510713 3.32951041645043 0.0902067931925719 641.189886012801
2793 -93.5997428496 32.5001097332 3.35080444897229 0.0890639255865016 248.755544163099
4993 -93.7002659127 32.4694729341 3.36905891938231 0.0881013955261099 439.890267861867
2909 -93.7106647781 32.5260537071 3.54234741864421 0.079692544668432 231.825612440469
7295 -93.6495397878 32.5536846391 3.61222880429102 0.076638941381406 559.081077377357
2607 -93.7208864427 32.4959201279 3.7415576460733 0.0714323796984916 186.224213873968
3964 -93.7155433793 32.4660512471 4.21288115198978 0.05634320983725 223.344483794859
1823 -93.7279175295 32.5184244282 4.28467548812869 0.0544708471970182 99.3003544401642
2360 -93.7299703048 32.4753628626 4.62780706278574 0.0466927562527561 110.194904756504
3072 -93.7374557675 32.4963212652 4.70122675008985 0.0452457303301836 138.994883574324
4797 -93.7181447171 32.546435112 4.7081663322188 0.0451124491162444 216.404418410625
4575 -93.7379064694 32.4870855947 4.82167514245822 0.0430134330644267 196.786456269752
2326 -93.7284841724 32.4628772605 4.95998769104988 0.0406479644943749 94.547165413916
4549 -93.7174511737 32.450518034 4.99990699674299 0.0400014880936313 181.966769337929
1545 -93.7448579609 32.5087175134 5.13903141338387 0.0378649558853494 58.5013568428648
6737 -93.6923373551 32.4310589481 5.31082863897501 0.0354548312698087 238.859198264701
1753 -93.7404925996 32.5347991121 5.36918051408045 0.0346883776961865 60.808726101415
3851 -93.7466077138 32.4755198524 5.5289611505055 0.032712438809853 125.975601856744
1739 -93.7510061376 32.490689066 5.53054658899351 0.0326936861875421 56.8543202801357
3118 -93.7461102646 32.4618529604 5.88303092496588 0.0288933392828513 90.0894318839302
7074 -93.5757666045 32.5535177888 5.94081250243092 0.0283340273180188 200.434909247665
1127 -93.760903894 32.4996139684 6.05545537925222 0.0272713340669569 30.7347934934604
1535 -93.7372456264 32.4451844985 6.10098085688092 0.0268658555530681 41.2390882739595
3095 -93.7226257428 32.4319177361 6.16547904439854 0.0263066985384707 81.4192319765668
2988 -93.7602013962 32.5337488361 6.40329137835883 0.0243889706338946 72.8742442540772
7417 -93.7190353006 32.5785566414 6.41670479338574 0.0242871122903126 180.137511857248
947 -93.7668617249 32.5154739767 6.46939009895362 0.0238931451227695 22.6268084312628
1492 -93.7686073231 32.4872043898 6.58186444326818 0.0230835252050808 34.4406196059805
1111 -93.7705435905 32.5071887859 6.62582448242743 0.0227782389997951 25.3066235287724
4594 -93.7109344353 32.4173622743 6.63484470559889 0.0227163460267734 104.358893646997
1631 -93.751559993 32.4480076259 6.65099306363566 0.0226061710923743 36.8706650516625
2019 -93.7672464796 32.4759474808 6.66969402394627 0.0224795792491196 45.3862705039726
1451 -93.7734486882 32.4978401786 6.79108312255999 0.0216831267000917 31.462216841833
4983 -93.7664504528 32.4632262884 6.91555059633287 0.0209096360582768 104.192716478393
6377 -93.7401959552 32.4297510966 6.95526730656394 0.020671516997259 131.822263891521
2028 -93.7681798256 32.4489824686 7.44082845550512 0.0180616497228582 36.6290256379565
1815 -93.7871206956 32.5052950055 7.58642695651433 0.0173750250171099 31.5356704060544
7792 -93.5393415358 32.4472809017 7.84290625548402 0.0162572076142993 126.67616173062
3002 -93.7886871733 32.478423552 7.84457379732152 0.0162502966735188 48.7833906139034
6597 -93.7659901965 32.4336013696 7.91507923640165 0.0159620793813017 105.301837678447
3965 -93.7864112825 32.4639401366 7.98610051944116 0.0156794366750981 62.168966416764
5935 -93.7944624836 32.4941469612 8.02924850031256 0.0155113715736227 92.0599902894507
6257 -93.7981482631 32.5322719021 8.48957653494387 0.0138748387371957 86.8148659786334
4014 -93.741641173 32.4014302359 8.51994399718452 0.0137761073961631 55.2972950881986
7095 -93.7910718303 32.4443543929 8.76986700051533 0.0130021144859341 92.2500022777022
3692 -93.8029356898 32.4569079595 9.05803461705635 0.0121879888380355 44.9980547900269
6660 -93.7784400298 32.4127720383 9.38624053247406 0.01135054308223 75.5946169276518
1948 -93.7884309477 32.5808616267 9.40625283857316 0.0113022966850767 22.0168739425293
5416 -93.8171829387 32.4752724977 9.51741123223558 0.0110398285861176 59.7917116224129
2973 -93.8192616098 32.4605284561 9.88267179771011 0.010238851742887 30.4401062316029
11727 -93.7003150218 32.6423735006 10.0403599045614 0.00991976625092381 116.329098824584
4932 -93.8042869159 32.4217253012 10.2216669527927 0.00957098304943399 47.2040883998085
3642 -93.7761388856 32.3915536734 10.3185858970872 0.00939203348741737 34.2057859611741
5584 -93.8194103043 32.5631596275 10.3699405548648 0.00929924021361011 51.9269573527988
0 -93.8251429356 32.4459374266 10.5396257077213 0.00900222003271341 0
8379 -93.495348866 32.5723689189 10.6212170483891 0.00886444260086726 74.2751645526668
5026 -93.843175024 32.4881416965 10.8952289551983 0.00842417301718454 42.3398935843695
6987 -93.8012692475 32.3887307245 11.4902592416285 0.00757426237964999 52.9213712466145
7405 -93.8279820036 32.3986344429 12.2651437538819 0.00664744441547056 49.2243258965595
3851 -93.8519717378 32.4205722021 12.6855887525499 0.00621410723895727 23.9305269772244
10420 -93.6255551254 32.3194611444 12.7512261622406 0.00615029719995208 64.0860968235007
4896 -93.8476291883 32.6110734566 13.432004576992 0.00554266126369907 27.1368695470706
4179 -93.8016288234 32.3506807869 13.4361966352163 0.00553920321158636 23.1483302212194
4588 -93.5076800022 32.3508585266 13.6109930729291 0.0053978445590028 24.7653108367048
4364 -93.8690624996 32.5844782139 13.6150932340868 0.00539459394592152 23.5420079800015
6028 -93.8838137583 32.4357642377 13.996477366507 0.00510460930282012 30.7705848773997
2033 -93.7432617975 32.6924505152 14.1067941669095 0.00502508417327825 10.2159961242747
6910 -93.5452752406 32.6945470425 14.837703326887 0.00454220397877121 31.3866294933091
4470 -93.908768788 32.5462765661 14.9942131013821 0.00444787570320648 19.882004393333
5893 -93.3951053801 32.5910350804 16.4775431881459 0.00368311333340488 21.704586873755
7208 -93.8920584627 32.3600388387 16.8629120688339 0.00351669617607909 25.3483460371781
1091 -93.8339868981 32.7045057693 17.3981634085058 0.00330364359855494 3.60427516602344
7037 -93.9548822382 32.4823076014 17.4243387925804 0.00329372538139974 23.17794550891
8694 -93.7511886717 32.2423190649 18.7752422090905 0.00283680120925913 24.6631497132989
4989 -93.9806573992 32.4144343037 19.8275091635092 0.00254368706458718 12.6904547652254
5742 -93.9770811702 32.6266244736 20.5518912819331 0.00236753502297292 13.5943861019105
3284 -93.3046859322 32.6081023942 21.824345895402 0.00209950797001855 6.89478417354091
3318 -93.3355896129 32.3259986423 22.3734640739209 0.00199771503485065 6.62841848563446
2814 -93.2925215422 32.6266634777 22.9429936347179 0.0018997647746342 5.34593807582065
2737 -93.2792250387 32.6123046374 23.3206238621604 0.00183873723788046 5.03262382007881
5653 -93.9614997847 32.2820390623 23.3935097341562 0.00182729738193158 10.3297121000592
7135 -93.254277695 32.5187376218 23.5294371734324 0.00180624609897278 12.8875659161708
3468 -93.2649625938 32.6108867092 24.0770875987366 0.00172501189570923 5.98234125431961
2801 -93.2855758762 32.6971582808 25.5218593938971 0.00153523681622787 4.30019832225428
6273 -93.6599393808 32.8718388844 25.593225249528 0.00152668684014235 9.57690654821296
5686 -94.0948717781 32.5761079285 26.0377387814468 0.00147500491876525 8.38687796809922
3248 -93.4085541409 32.8452070907 27.8136372913256 0.00129266034541533 4.198560801909
3383 -93.9773180137 32.8211978388 28.9068905652815 0.00119673293514268 4.04854751958769
2726 -93.6140726115 32.0702520945 29.961767506166 0.00111394857069637 3.03662380371831
3140 -93.7249014027 32.0517157715 31.3891036193104 0.00101494421520075 3.18692483573036
2627 -93.1784134125 32.2934053104 31.4599204694529 0.00101038004242565 2.65426837145219
3724 -93.9790439522 32.872867433 31.7780013757178 0.000990254537283282 3.68770789684294
4936 -93.3418120228 32.1027792143 33.1961535595677 0.000907453688446763 4.47919140617322
4334 -93.9542011769 32.0922388276 33.2349123291857 0.000905338365901731 3.9237364778181
2048 -93.8973047084 32.9390030955 33.3125228069236 0.000901124821682398 1.84550363480555
3829 -94.2262435639 32.6035290828 33.9191100439079 0.000869182757198006 3.32810077731116
4442 -94.2357306285 32.4291036826 34.1408819424019 0.00085792738039997 3.81091342373667
2960 -93.6612527699 32.0076204808 34.1890058251435 0.000855513871241035 2.53232105887347
2924 -93.4582966115 32.9676976848 34.2378248975278 0.00085307588825087 2.49439389724554
1890 -93.3046269434 32.9038812504 34.5598944737392 0.000837250054648454 1.58240260328558
4740 -94.1491685222 32.2165561781 34.8716347531106 0.000822347517226023 3.89792723165135
1866 -93.0316570683 32.500253046 36.4905789825754 0.000750997500517229 1.40136133596515
5013 -93.4558259759 33.0038315023 36.6449585158634 0.000744683157014405 3.73309666611321
2092 -93.7286906223 31.9715154672 36.9237496747808 0.000733480215655764 1.53444061115186
2296 -94.1906926234 32.8006603921 37.3210287477492 0.000717947664404166 1.64840783747196
