"pop" "long" "lat" "miles"
4265 -85.6005081936 30.1305444993 3.52082869035532
3578 -85.5663149801 30.1278018047 4.12391796322055
2995 -85.5501750998 30.045390639 4.18504243936444
4588 -85.5796775377 30.1382239776 4.35778191676287
2121 -85.614503997 30.1456393372 4.55926182708009
1621 -85.6286002838 30.1506145962 5.04460101008285
3942 -85.6467053786 30.1465726432 5.16755060328217
5146 -85.5806263415 30.1590013533 5.6960669334132
2242 -85.5564842104 30.1513898684 5.80535923471312
4636 -85.6059776749 30.1654605482 5.91180047203361
3065 -85.6329252458 30.1633119844 5.95978967321847
1178 -85.706205243 30.1111587065 6.28770918712456
3269 -85.6244873353 30.1803500116 7.01499984029687
1596 -85.6651211342 30.1689091624 7.04987873648798
3660 -85.6508753499 30.1748427403 7.05459514163726
4731 -85.6803865063 30.1720874999 7.71903720824705
3881 -85.6954662724 30.1754762933 8.44427384830673
7255 -85.6290746495 30.2034668458 8.63702612706172
5796 -85.6703399212 30.1936977845 8.71650074732633
2739 -85.729119744 30.1506010872 8.76348352624043
3994 -85.7158120154 30.1824649465 9.60285947739688
6182 -85.4750685809 30.1602560404 9.67507584425688
5095 -85.6167269665 30.2235508048 9.94469450099625
2957 -85.7033807978 30.1976947011 9.95830534674726
4578 -85.6754336928 30.2120288796 9.99551300904263
1586 -85.7634619226 30.1511688157 10.550468254944
6272 -85.6648767879 30.2320552918 11.0632718476565
6698 -85.6263845599 30.2429222142 11.3257932466615
2190 -85.7527198392 30.1862753476 11.3801426843098
7108 -85.7697157333 30.1687092845 11.4820293032971
1183 -85.779834725 30.1617975238 11.7611140305792
1923 -85.6538532271 30.2476596236 11.9237301877788
1926 -85.7770048319 30.1839012617 12.4288660230049
1075 -85.4168114105 29.9875015675 13.0904292491138
1878 -85.8027959209 30.1823915043 13.662440786184
5928 -85.8083984534 30.2038911361 14.7598285380286
7960 -85.5475819342 30.2882236823 14.8420394885326
5329 -85.7919213699 30.2852858458 17.9786617459205
3166 -85.8650565315 30.2226427935 18.2939522797569
2657 -85.9036413639 30.2382052455 20.8195875719842
3076 -85.3212127655 29.9011959263 21.1469129310859
8337 -85.2520958256 30.0640245439 21.3044068497608
4238 -85.7669356196 30.3758739536 22.5755870977399
4073 -85.9445116509 30.2605489367 23.7095784311114
8552 -85.4549020509 30.3977756997 23.7978885669007
3996 -85.2749429141 30.3834862663 28.9091270038574
2282 -85.5727943276 30.5000753529 29.1313897586496
4450 -85.1650298801 29.8366620951 31.409459109902
6615 -85.7657966409 30.5203930633 31.8961330876099
2506 -86.0637931234 30.3232842145 32.0516233415259
8196 -85.0937374212 30.374336819 36.8434348948508
3718 -86.0239266283 30.4741214474 36.9058372427983
4161 -85.534602608 30.6412244689 39.0643743798934
6258 -84.990807006 30.28122671 39.4158398015435
2804 -85.0722232455 29.7446623005 39.6001444811082
8579 -86.2123235565 30.36995024 41.3406161204792
4325 -85.3130728597 30.6368861519 42.3406380673845
3624 -85.779391912 30.6753393626 42.4393562615639
3725 -86.182992509 30.4798685496 44.1231242540771
1651 -85.5584166827 30.7214106617 44.4645760247417
1690 -85.0447488623 29.6611883819 44.4837384501633
2945 -85.9898432793 30.6357999199 44.7089994933807
2433 -85.0737167469 30.5582440722 45.9379356228866
3089 -84.8700236828 29.8876219931 46.1471417822371
7367 -86.3406779763 30.388235366 48.7291635306118
3228 -85.4949199817 30.7797321128 48.8658935408736
2107 -84.8050378084 30.2131362174 48.876677126277
3335 -85.5733790376 30.7898798046 49.1464190942752
5317 -85.2526194371 30.7280374179 49.575007593478
