"pop" "long" "lat" "miles" "weight" "fact"
4233 -97.9790673266 36.3475543517 3.4912463786659 0.0820425222555791 347.285996707866
3339 -97.9073435921 36.3973352422 4.04215409863793 0.0612032194645877 204.357549792258
4471 -97.9303579734 36.3980726854 4.12101383856358 0.0588832610849305 263.267060310724
6480 -97.8573593409 36.3811674434 4.41021414301887 0.0514139113876404 333.16214579191
5810 -97.8835583971 36.405471471 4.93721233647176 0.0410238474960008 238.348553951765
6506 -97.8640773351 36.4006813314 5.16775711256214 0.0374451705704365 243.61827973126
7838 -97.9171225948 36.419852639 5.56213626649145 0.0323233787545172 253.350642677906
2531 -97.8649215898 36.4302681548 6.92487355184928 0.0208533726819696 52.779886258065
5625 -98.0085730473 36.4219722733 7.64668802621597 0.0171022502136639 96.2001574518594
6498 -97.7497925256 36.3810664487 9.7610520969841 0.0104955871364717 68.2003252127934
3851 -97.7555007309 36.2541203224 10.7761585903523 0.00861136607237823 33.1623707447286
3398 -97.7503108814 36.513552734 15.21031354453 0.00432238718229589 14.6874716454414
4333 -97.8806084528 36.0636820814 19.1845404892117 0.002717047289376 11.7729659048662
3151 -98.2667186891 36.3471939093 19.4805422558311 0.00263510494953299 8.30321569597844
1475 -97.9332596063 36.684709974 23.8998359820266 0.00175069365994067 2.58227314841249
2835 -98.3198291135 36.563299165 27.2321651754783 0.00134845250620161 3.82286285508156
1525 -98.3306306173 36.0911065057 28.7647397548409 0.00120859029263458 1.84310019626774
2393 -98.030525407 35.9256441386 29.3154855113885 0.00116360564002197 2.78450829657258
4662 -97.5331452464 36.0408553543 29.7717213838068 0.00112821561937164 5.25974121751061
2792 -98.4810245751 36.2761174446 31.7319149837838 0.000993133052479817 2.77282748252365
2860 -97.3182051346 36.3525653561 33.3870174082171 0.000897108048159202 2.56572901773532
5618 -97.9160275575 35.8503102269 33.835078930708 0.000873505436158913 4.90735354034077
3802 -97.2947729299 36.3057042044 34.7690680674828 0.000827206426079128 3.14503883195284
1815 -97.2843237058 36.2644551978 35.661609767974 0.000786317811387536 1.42716682766838
3052 -97.732622925 36.8370011832 35.9123888791498 0.000775374313399246 2.3664424044945
3978 -97.3489358591 36.6716624938 39.0705167638883 0.000655091084827933 2.60595233544552
2690 -97.9035631994 35.774719603 39.0713351813556 0.000655063641057769 1.7621211944454
1338 -98.4484808168 36.7411962412 40.5469807891208 0.000608251176181574 0.813840073730946
2760 -97.4471133213 35.8890247614 40.7538224607896 0.00060209261678258 1.66177562231992
1469 -98.294445291 36.8542844639 41.3179295635538 0.000585764297933894 0.86048775366489
7704 -97.5744110676 35.8089241788 41.4014044656055 0.000583404603883661 4.49454906831972
1737 -98.5638441023 36.0443230555 41.4707709918659 0.000581454560295593 1.00998657123344
4525 -97.4085792005 35.8851174183 42.374539414988 0.000556916414652886 2.52004677630431
1220 -98.4053324152 35.8641713111 42.7207043551914 0.000547927617572272 0.668471693438171
4148 -97.3799294243 36.7819436832 42.7563700979791 0.000547013877947989 2.26901356572826
2199 -97.4364309296 35.8578910233 42.7985683914655 0.000545935726347108 1.20051266223729
1584 -98.6903870563 36.2952767595 43.2014352665615 0.000535801159435716 0.848709036546175
7281 -97.3877756999 35.883659404 43.2366397748883 0.000534928985407566 3.89481794275249
5524 -98.4111230345 35.8544797265 43.4447272796454 0.000529816951393869 2.92670883949973
5735 -97.1923820249 36.0802498535 44.250415079873 0.000510699346722459 2.9288607534533
8379 -97.4695699799 35.7875741322 45.6494025154498 0.000479876855916699 4.02088817572602
5263 -97.826367681 35.6782913565 46.0158192231404 0.000472264916030544 2.48553025306875
3084 -97.1008676025 36.4506926977 46.1018550042574 0.000470503869005449 1.45103393201281
8266 -97.111565933 36.1034945649 47.8301715547345 0.000437115415566395 3.61319602507182
5507 -97.0838625831 36.1528155378 48.2497419268682 0.000429546327651304 2.36551162637573
4250 -97.6206084223 35.6822230387 48.3968835582699 0.000426938388354151 1.81448815050514
3401 -97.0891177078 36.1219228063 48.5947311870855 0.00042346900829869 1.44021809722385
1761 -98.7436806724 36.5821178696 48.9471614943491 0.000417392822637859 0.735028760665269
8144 -97.518520547 35.7070176917 49.1053388762596 0.000414708154505409 3.37738321029205
2208 -97.0832549151 36.1104318403 49.1594907695189 0.00041379500986437 0.91365938178053
6372 -97.0757947103 36.1259729517 49.2161888732016 0.000412842157605946 2.63063022826509
