"pop" "long" "lat" "miles" "weight" "fact"
744 -103.085392076 44.133043768 1.06079035496306 0.888670728375057 661.171021911042
1192 -103.096466822 44.1579596478 1.33726924328659 0.559193723028463 666.558917849928
7796 -103.112781788 44.077358704 5.13306664709159 0.0379530072796969 295.881644752517
5297 -103.161453323 44.0784026473 6.3724557040178 0.0246255732684633 130.44166160305
7499 -103.210707729 44.1201553876 6.98360933019079 0.0205040724127967 153.760039023562
3829 -103.19734391 44.0959150822 7.01256037029536 0.0203351216054914 77.8631806274265
3484 -103.201748623 44.0780471829 7.877523654248 0.016114638526936 56.1434006278448
3451 -103.201520055 44.0612914378 8.61547968438825 0.0134722792012917 46.4928355236576
5375 -103.226508378 44.0855297098 8.62733486104585 0.0134352790115136 72.2146246868858
3389 -103.23575318 44.0968463701 8.69282711293835 0.0132335973186642 44.8486613129528
2047 -103.163827735 44.0376053328 8.72693310066275 0.0131303622084023 26.8778514405995
4208 -103.218956751 44.0654861102 9.08502995845709 0.0121156654453214 50.9827201939124
4605 -103.210660545 44.0505170587 9.45957043254754 0.0111752479990243 51.4620170355069
3835 -103.238906312 44.0662300186 9.85536169363825 0.01029567594626 39.483917253907
2588 -103.257074523 44.0700181359 10.4787560438792 0.00910710912899044 23.5691984258272
2866 -103.27388989 44.0806689141 10.8792629984814 0.00844891709683284 24.2145963995229
2879 -103.279403859 44.0705914356 11.4319128774734 0.0076517749432724 22.0294600616813
6124 -103.267759186 44.0454915987 11.8546995754636 0.00711572073068671 43.5766737547254
4905 -103.218157139 44.0066884104 12.0037232579263 0.00694013712290311 34.0413725878397
6335 -103.357033048 44.0974973136 14.4134353785391 0.00481354448058592 30.4938042845118
6605 -103.312038825 44.0117119848 15.022876463147 0.00443091897119667 29.266219804754
7475 -103.452574944 44.2551185124 20.1837475832174 0.00245468849692467 18.3487965145119
5519 -103.342496537 44.3762934836 20.7043372875103 0.00233279906200256 12.8747180231921
2263 -103.360895302 43.914512919 21.4388067914849 0.00217569883512356 4.92360646388461
6868 -103.537743581 44.3941358695 28.6235919916481 0.00122053920666747 8.38266327139217
6720 -102.457078665 44.0051346375 32.2191649402062 0.000963321913635706 6.47352325963194
4104 -103.747385442 44.0049547015 34.8232759352386 0.000824633078554333 3.38429415438698
4836 -103.790054161 44.2480636522 36.1585112379593 0.000764854662138581 3.69883714610218
2691 -103.610703919 43.7758047771 36.9992604251685 0.000730489392415319 1.96574695498962
5525 -103.448073431 43.6757693671 37.4923243191927 0.000711402307815109 3.93049775067848
5957 -103.697278754 44.4794974111 38.4700686766011 0.000675700245605613 4.02514636307264
4380 -102.606795169 44.6047724662 39.2552499563967 0.000648939942366099 2.84235694756351
4057 -103.854794928 44.4929412492 45.4362609048611 0.000484389622848898 1.96516869989798
4814 -103.944083556 44.4451400679 47.7390179365154 0.000438786279083444 2.1123171475077
