"pop" "long" "lat" "miles" "weight" "fact"
2515 -86.3566606253 32.38240831 0.411047804227892 5.91855018972854 14885.1537271673
1369 -86.3391466518 32.3684842968 1.55375432670601 0.414224037953939 567.072707958943
3344 -86.3596851385 32.3510864974 1.94881685293039 0.263304297035102 880.489569285381
3569 -86.3290989623 32.3620949793 2.28296881043927 0.191866893269091 684.772942077387
1666 -86.3299497579 32.4071077673 2.71372024351476 0.135790645021751 226.227214606237
1771 -86.317765907 32.3587354407 2.97339352720185 0.113108493141859 200.315141354232
2008 -86.3353715841 32.3407096402 3.09746433273696 0.104228712145305 209.291253987772
1605 -86.3087920057 32.3720265552 3.17900990565928 0.0989501000535232 158.814910585905
1174 -86.3080457208 32.3794342454 3.18405678254685 0.0986366677061869 115.799447887063
1388 -86.3081125799 32.3635052738 3.35957319528892 0.0885996048431898 122.976251522347
2497 -86.3072760797 32.3513368648 3.75930239465474 0.0707596176130616 176.686765179815
3136 -86.323038382 32.3360056986 3.77348725001089 0.0702286348111279 220.236998767697
3611 -86.4251257657 32.354820041 4.02503898673452 0.0617248178999894 222.888317436862
1148 -86.2915965181 32.3715504628 4.17836255569861 0.0572779885292185 65.7551308315428
4518 -86.3078042582 32.3356186716 4.39345489145417 0.0518069060288442 234.063601438318
3618 -86.2916387913 32.3526566663 4.53045306880542 0.0487210599743405 176.272794987164
2243 -86.3794083982 32.3152030959 4.53218004409531 0.0486839369848835 109.198070657094
4893 -86.2846561957 32.3972070151 4.71816460414064 0.0449214559380372 219.800683904816
3656 -86.2818082104 32.3817368925 4.72006974304868 0.0448852003966044 164.100292649986
3760 -86.2833277929 32.3611543336 4.79301908307414 0.0435293000512958 163.670168192872
3968 -86.3788760989 32.4504387564 5.02223649980332 0.0396465754244709 157.3176112843
4091 -86.2907811564 32.3356910668 5.15999956353889 0.0375578454258682 153.649145637227
3769 -86.2736748663 32.3742944781 5.20291166401545 0.036940867940311 139.230131267032
3762 -86.3440060242 32.3053411603 5.21971321669674 0.0367034353472464 138.078323776341
1185 -86.3055550737 32.3177001617 5.40043219391337 0.0342880640396235 40.6313558869539
2891 -86.4410889134 32.427206506 5.66464112492218 0.0311641436858025 90.0955393956551
3411 -86.2661904881 32.396231379 5.75119600126533 0.0302331683725118 103.125337318638
4554 -86.2724607842 32.3409887697 5.88890216749273 0.0288357546152938 131.318026518048
4576 -86.2812030837 32.4297946966 5.90255071838278 0.0287025541537724 131.342887807662
3774 -86.2894385223 32.3186697769 5.97992436915911 0.0279646003701157 105.538401796817
