"pop" "long" "lat" "miles"
1222 -80.6079483663 28.2343505231 0.354725347712208
6084 -80.607424622 28.2024259466 2.56208637876492
1396 -80.5997615372 28.1922069827 3.30296510675049
4696 -80.6019192572 28.1795219886 4.16044077513108
2000 -80.6086042428 28.3015624379 4.29603177483097
7083 -80.6725524827 28.2015763833 4.75203685093774
3300 -80.6243700218 28.3097642515 4.97006515399423
6113 -80.6705172911 28.2902298801 5.20231907399674
4253 -80.5945310484 28.1650864909 5.20552408076641
3319 -80.6013341717 28.1593900403 5.55182785168319
9032 -80.6989653816 28.2464380322 5.59352419924968
10923 -80.6958991281 28.2093169212 5.77635011197225
4414 -80.660285181 28.1672209036 5.94314451733646
2791 -80.6390089745 28.1522405489 6.33166568655926
5363 -80.684452067 28.1734972415 6.5435055940267
4994 -80.5917495509 28.1454160587 6.5762842574447
2830 -80.6204218541 28.3341459848 6.59643671761974
6243 -80.6567834312 28.1520705592 6.75034464086746
4072 -80.7199045132 28.2498794531 6.886356077048
3737 -80.701656066 28.295379771 6.91767883063527
7886 -80.714416805 28.2798170807 7.08617426732937
2625 -80.6083726811 28.3439524755 7.22796928702033
2983 -80.6666909867 28.3330246418 7.4079224760148
5292 -80.6580755377 28.1394499437 7.57397438734349
4170 -80.6934757126 28.1587451365 7.65752560621987
5710 -80.6422851163 28.1325059598 7.69636904833378
6292 -80.5850561147 28.1270268933 7.89733529194587
3480 -80.7195265269 28.3056459112 8.21714755673273
4131 -80.6634643326 28.1280400449 8.42872672098483
2316 -80.626631405 28.1175592969 8.51275044584626
2142 -80.6107697412 28.3638382173 8.60562477903652
5286 -80.6901940588 28.1351974874 8.79941911457895
4920 -80.6556439767 28.1177221319 8.91796805865886
8789 -80.7328277464 28.3161979577 9.29769940495068
4415 -80.6940562594 28.3506947846 9.32647686963804
2382 -80.6714661426 28.3640749783 9.45880091400655
4201 -80.5770263718 28.1045193225 9.51797541589455
2226 -80.6054489624 28.378781465 9.63784181780028
4135 -80.6407753438 28.0968667452 10.0703013720998
2018 -80.6876489813 28.1120613054 10.0767941435655
2590 -80.6013591005 28.3858786301 10.1348939784733
2838 -80.6119142011 28.0912189559 10.2581433757893
4156 -80.6920574958 28.3692540384 10.3495780467629
4157 -80.7542285281 28.3163402202 10.399776938532
2215 -80.7060393432 28.3691073504 10.7900674022935
2603 -80.5700998836 28.0865458982 10.8212094483071
1892 -80.6165109919 28.3997343462 11.0999186232276
4894 -80.7527288989 28.3391059342 11.2134975174809
3803 -80.6049557838 28.4032897946 11.3334148737601
7173 -80.6805548655 28.08876994 11.3357578485337
4568 -80.6775793949 28.3915723095 11.35393435165
3239 -80.744181971 28.3545811068 11.5193846708559
3300 -80.6095983348 28.0704530686 11.6917728833393
3520 -80.6978278539 28.3931545791 11.9694984511634
2588 -80.7366226036 28.3731019818 12.1357911640768
3483 -80.7454598611 28.3669892663 12.1817891138384
6764 -80.6297097533 28.0641818563 12.2001991632035
4391 -80.7113539323 28.3915280329 12.2730660903395
4758 -80.6459198691 28.0642324338 12.345599106979
2486 -80.6105948972 28.0573080179 12.6017690543898
4047 -80.5579077131 28.0611857942 12.6978946925727
2455 -80.6848488104 28.0683689589 12.7403797129069
9906 -80.6576123572 28.0554967409 13.0873285662637
2977 -80.7493352791 28.38344774 13.1828688314034
5788 -80.624322477 28.0435057522 13.5938222748751
6983 -80.7702887379 28.3776250922 13.7696101642706
3644 -80.594526459 28.0404900168 13.7865187346888
4167 -80.7994333001 28.3506048549 13.9908618909224
12889 -80.8207844591 28.3344846592 14.5589137557378
1908 -80.5445215178 28.0340995599 14.7163203886758
6864 -80.6117217184 28.0263051808 14.7471709186723
6262 -80.6358551632 28.025322409 14.913446455355
4755 -80.6611269874 28.0264069162 15.0963662269224
5447 -80.5820493047 28.0205606996 15.2217969155423
8564 -80.6841616237 28.020771193 15.8337911194801
7917 -80.7915181642 28.4090704316 16.2227273645295
3307 -80.7603826844 28.4317877481 16.2361125126401
7216 -80.7044956937 28.0208808228 16.2362994576224
5182 -80.6198905991 28.0042547861 16.2877414851786
6849 -80.653893838 28.0057369934 16.4134007775065
7 -80.5732104456 28.4799853952 16.7681772727976
8265 -80.7249065482 28.0171142845 16.9660927759837
9330 -80.6477982617 27.9838477417 17.8518458137518
6736 -80.785105241 28.4536207084 18.339489982736
4294 -80.7760510577 28.0103698283 18.8903099433845
3271 -80.7719648211 28.4749776598 19.1209741447629
5492 -80.5809350647 27.9623739048 19.2357883129033
6989 -80.8093978233 28.4556847345 19.358447867583
6626 -80.7931814564 28.4802594317 20.1287872844436
12092 -80.6962002909 27.9546891565 20.4286544572887
12266 -80.6539799367 27.941252947 20.822239302586
6760 -80.6347359974 27.9376738027 20.9418475111158
4718 -80.4952775965 27.9354788445 22.1151826882191
3870 -80.8172486845 28.5149969751 22.9389864430521
7926 -80.6906493477 28.5709159287 23.4789276426192
1513 -80.5729747876 27.9008937553 23.514775024846
6650 -80.8095941229 28.5435770888 24.3669690818641
5430 -80.521074931 27.8879946456 24.8783196218651
3176 -80.8141729411 28.5626296891 25.6483385038103
4382 -80.8115721065 28.5781675867 26.5154356100794
5983 -80.8363481273 28.5708193884 26.8183761614757
3155 -80.8042957531 28.589991207 27.0416133151237
3646 -80.5568084405 27.8504375574 27.0877780998914
5103 -80.8309070917 28.5928601991 27.9695212563668
3232 -80.8143689505 28.6074969422 28.3982667596884
4163 -80.8265779268 28.6232140343 29.7021450685646
3888 -80.4879990122 27.8224759871 29.7533106737492
4609 -80.844267435 28.6181732153 29.8943552629414
14527 -81.0654554175 28.3997746293 30.0097986877539
5538 -80.8678525457 28.6262035789 31.087765821049
0 -80.6975139302 28.6879064888 31.4993051959586
4657 -80.4979565216 27.793496206 31.5662925954235
4783 -80.844571742 28.6508751399 31.9026183804677
4660 -80.4714918017 27.7910544777 32.111042214308
10418 -81.0094796167 28.541166985 32.1540242402921
7194 -81.0660866804 28.0016143346 32.4557102414659
3880 -80.911379394 28.6378564367 33.1821804771951
9241 -81.0808623207 28.4947987055 33.7940162929319
8580 -80.4864943565 27.7627270936 33.7957273433009
3750 -80.4502301775 27.7657122099 34.1499640415967
7150 -80.5219175189 27.7352577222 35.2674173853965
5291 -80.4051522287 27.7603562189 35.3711972351157
5703 -81.2027308509 28.2943887355 36.4615220745158
3519 -80.8743824057 28.7207021305 37.0327490204006
4163 -80.8520989797 28.7298937473 37.0406276731943
5736 -81.1590385031 28.4849698469 37.6219732252902
5607 -80.4538512813 27.710188541 37.7961324137111
1520 -81.2281072193 28.2197242632 37.8469575419952
7218 -80.690800901 27.6955263383 37.9684933649866
28398 -81.1589941518 28.5265175187 38.9956880579346
6463 -81.2606160975 28.2860457738 39.9214616253625
9769 -81.0735991671 28.6494774704 40.1001547342369
1763 -81.2580450622 28.1472589762 40.1699338335733
5354 -80.4286715074 27.6800074828 40.2126429510875
11397 -81.269564363 28.2109361993 40.3988340745859
15553 -81.1677732675 28.5536373051 40.4293518812612
14801 -81.2130003883 28.4898259078 40.720984191669
4947 -81.2769455421 28.2511424519 40.8007874278329
4133 -80.3961113768 27.6716825461 41.3449754131644
4461 -81.1707866017 28.575138472 41.3966984842052
4914 -81.2001729239 28.534829822 41.4514286641703
4860 -80.4710744951 27.6498446774 41.6294539807038
4614 -81.293739344 28.2513945321 41.8242398137947
3197 -80.3687413643 27.6714284928 41.9140616419037
0 -80.4163071506 27.6566156347 41.9764651882207
9567 -81.2923602675 28.3255549486 42.1404414613402
4226 -80.4298453928 27.6494082265 42.235465757166
13185 -81.3049708671 28.2174815988 42.5344526654657
11811 -81.2553956935 28.471281897 42.5741083914711
5929 -81.1465764963 28.6323440805 42.5879244257803
8744 -81.1939278929 28.5789167923 42.7122669088637
9678 -81.2099216069 28.5567942988 42.7256421014439
4355 -81.3104954995 28.2548770749 42.8497249601758
12471 -81.1831243475 28.6015302037 43.0524050541043
6141 -81.2902279356 28.4029913289 43.0839505748561
2281 -80.3863907266 27.6438093296 43.3626630441537
2186 -80.4620857728 27.625850964 43.3662494599156
413 -81.3079701059 28.1246026632 43.4413830948081
4303 -81.2568537686 28.5005276961 43.4523370847386
3734 -81.1706920691 28.627273085 43.510841808917
2743 -81.2452056796 28.5239056403 43.5115777889612
5239 -81.2317940345 28.5495550398 43.6255491248682
6114 -80.4121192029 27.6308370823 43.7615177355828
4610 -81.2163327112 28.5775941031 43.8086422798402
5351 -81.2761155848 28.4773216238 43.8988862429569
1443 -80.3594168525 27.6433449966 43.9344284546778
5149 -80.4327412464 27.6207035611 44.1144537471053
3176 -80.3860395124 27.6317310443 44.1641260079794
4789 -81.2367622531 28.5594612263 44.2264413915913
4540 -81.2155209254 28.5918677631 44.3003150126712
7491 -81.1891687275 28.6262828492 44.3599150650537
16326 -81.3342314904 28.2852776069 44.3897745365022
5957 -81.2916417025 28.4634451461 44.4353085735962
5442 -81.2616482874 28.5255674761 44.4571743177527
2852 -81.2342312174 28.5748979514 44.6364021450153
6665 -81.2778598141 28.5031007004 44.6902717028472
4639 -80.4006152692 27.6159375605 44.9468735002974
5223 -80.4823487344 27.5978591305 45.03655085101
7597 -81.2544163965 28.5563663373 45.0555926879838
