"Library Name" "Service Area Population" "Address" "Latitude" "Longitude" "Central Libraries" "Branch Libraries" "Total Staff" "Print Materials" "Audio Materials" "Video Materials" "Print Serials" "Computers" "Collection Space" "Seats Per" "Work Space" "Size" "Distance" "Weight" "SizeWeight" "Drive Distance" "Drive Weight" "Drive SizeWeight"
" 41.142656 -102.979164 1 0 7.57 38584 3600 2211 94 17 579122 4.5 2497.785 581619.785 98.1293036408252 0.000103849059106702 60.4006674300924 104.490039395032 9.15904545085737e-05 53.2708204593289
"DALTON PUBLIC LIBRARY" 317 "306 MAIN STREET
DALTON, NE 69131
" 41.407197 -102.974101 1 0 0.24 3155 17 0 4 1 41333 22.5 249.975 41582.975 99.8588459407591 0.000100282906979491 4.1700616138555 118.140355673754 7.16478977278493e-05 2.97933274001972
"ALBANY COUNTY PUBLIC LIBRARY" 37422 "310 SOUTH 8TH ST
LARAMIE, WY 82070
" 41.31051 -105.587093 1 2 22.1 121843 4323 4579 286 30 1704753 3 6682.98 1711435.98 39.3798129644813 0.000644841087567215 1103.60423864486 47.7382032385947 0.000438801255823048 750.980257284749
"LARAMIE COUNTY LIBRARY SYSTEM" 95809 "2200 PIONEER AVE
CHEYENNE, WY 82001
" 41.137248 -104.821054 1 2 54.55 313355 25828 18498 337 154 4661164 2.25 14649.6075 4675813.6075 2.24357957514453 0.198663025255302 928911.276795859 2.67935924043397 0.139295827345528 651321.324970188
"PLATTE COUNTY PUBLIC LIBRARY SYSTEM" 8765 "904 9TH ST
WHEATLAND, WY 82201
" 42.056307 -104.953281 1 3 7.1 42710 1054 4567 73 8 629612 7 2905.65 632517.65 63.232728908752 0.00025010141579599 158.193559780953 71.1801111014453 0.0001973706979672 124.840450057073
"GOSHEN COUNTY LIBRARY" 13612 "2001 EAST A ST
TORRINGTON, WY 82240
" 42.064099 -104.182973 1 0 6.7 44065 1213 523 97 6 596944 4.5 2842.62 599786.62 72.6762514659749 0.000189328050107671 113.55643124527 84.6508506592765 0.0001395524118153 83.701669395547
